Crop,State,Year,Output_lakh,Production_tonne,rupee_per_kg,match_status,MSP_rs_per_kg,diff_rs_per_kg,pct_diff_from_msp
Bajra,Delhi,2015-16,448,3817.0,11.736966203824991,both,14.25,-2.5130337961750087,-17.635324885438656
Bajra,Puducherry,2015-16,2,17.0,11.764705882352942,both,14.25,-2.485294117647058,-17.440660474716196
Maize,Andhra Pradesh,2015-16,152701,1411000.0,10.822182849043232,both,14.25,-3.427817150956768,-24.05485719969662
Maize,Arunachal Pradesh,2015-16,8275,75226.0,11.000186105867652,both,14.25,-3.2498138941323482,-22.805711537770865
Maize,Assam,2015-16,8558,87200.0,9.814220183486238,both,14.25,-4.435779816513762,-31.128279414131658
Maize,Bihar,2015-16,246248,2517100.0,9.783004250923682,both,14.25,-4.466995749076318,-31.34733859000925
Maize,Chhattisgarh,2015-16,25826,193800.0,13.326109391124872,both,14.25,-0.9238906088751282,-6.483442869299145
Maize,Gujarat,2015-16,61164,572000.0,10.693006993006993,both,14.25,-3.5569930069930074,-24.96135443503865
Maize,Haryana,2015-16,1822,17000.0,10.717647058823529,both,14.25,-3.5323529411764714,-24.788441692466463
Maize,Himachal Pradesh,2015-16,92428,737650.0,12.530061682369688,both,14.25,-1.7199383176303122,-12.06974257986184
Maize,Jammu & Kashmir,2015-16,75295,523609.0,14.38000492734082,both,14.25,0.1300049273408206,0.9123152795847058
Maize,Jharkhand,2015-16,39071,384932.0,10.150104434029906,both,14.25,-4.099895565970094,-28.771196954176094
Maize,Karnataka,2015-16,351191,3310000.0,10.61,both,14.25,-3.6400000000000006,-25.543859649122812
Maize,Kerala,2015-16,0,73.6,0.0,both,14.25,-14.25,-100.0
Maize,Madhya Pradesh,2015-16,258030,2580300.0,10.0,both,14.25,-4.25,-29.82456140350877
Maize,Maharashtra,2015-16,199403,1826466.8,10.917417168491648,both,14.25,-3.3325828315083523,-23.386546186023523
Maize,Manipur,2015-16,6329,61560.0,10.281026640675764,both,14.25,-3.9689733593242362,-27.852444626836746
Maize,Meghalaya,2015-16,3533,41242.0,8.566509868580573,both,14.25,-5.683490131419427,-39.884141273118786
Maize,Mizoram,2015-16,927,10295.0,9.004371053909665,both,14.25,-5.245628946090335,-36.811431200633926
Maize,Nagaland,2015-16,19090,136360.0,13.999706658844236,both,14.25,-0.2502933411557642,-1.756444499338696
Maize,Odisha,2015-16,11065,110980.0,9.970264912596864,both,14.25,-4.279735087403136,-30.03322868353078
Maize,Punjab,2015-16,45903,424000.0,10.82617924528302,both,14.25,-3.4238207547169797,-24.02681231380337
Maize,Rajasthan,2015-16,123008,1164296.0,10.565010959412383,both,14.25,-3.6849890405876167,-25.859572214649944
Maize,Sikkim,2015-16,11321,68310.0,16.57297613819353,both,14.25,2.3229761381935283,16.301586934691425
Maize,Tamil Nadu,2015-16,298194,2489304.5,11.979008594569288,both,14.25,-2.2709914054307117,-15.936781792496223
Maize,Telangana,2015-16,178312,1751000.0,10.183438035408338,both,14.25,-4.066561964591662,-28.53727694450289
Maize,Tripura,2015-16,666,12095.0,5.506407606448946,both,14.25,-8.743592393551054,-61.35854311263898
Maize,Uttar Pradesh,2015-16,131315,1306000.0,10.054747320061256,both,14.25,-4.1952526799387435,-29.440369683780656
Maize,Uttarakhand,2015-16,4161,39410.0,10.558233950773916,both,14.25,-3.691766049226084,-25.90713017000761
Maize,West Bengal,2015-16,69941,715000.0,9.781958041958042,both,14.25,-4.468041958041958,-31.35468040731199
Maize,A & N Islands,2015-16,88,352.0,25.0,both,14.25,10.75,75.43859649122807
Maize,Delhi,2015-16,95,783.0,12.132822477650064,both,14.25,-2.1171775223499356,-14.857386121753933
Ragi,Andhra Pradesh,2015-16,3660,34000.0,10.764705882352942,both,19.0,-8.235294117647058,-43.34365325077399
Ragi,Bihar,2015-16,1845,9893.0,18.64955018700091,both,19.0,-0.3504498129990914,-1.844472699995218
Ragi,Chhattisgarh,2015-16,137,1300.0,10.538461538461538,both,19.0,-8.461538461538462,-44.53441295546559
