crop,source_state,target_state,original_trade_qtl,optimized_trade_qtl,original_trade_kcal,optimized_trade_kcal,diff_trade_kcal
rice,dadra and nagar haveli,goa,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,gujarat,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,himachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,haryana,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,jharkhand,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,jammu and kashmir,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,kerala,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,karnataka,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,lakshadeep,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,maharashtra,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,meghalaya,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,manipur,0.0,0.0,0.0,0.0,0.0
rice,dadra and nagar haveli,madhya pradesh,0.0,0.0,0.0,0.0,0.0
