Alpha,objective_nitrogen_kharif,objective_water_kharif,nitrogen_mt_kharif,water_bcm_kharif,solve_status_kharif,solve_status_code_kharif,is_valid_kharif,variable_count_kharif,constraint_count_kharif,income_mode_kharif,objective_mode_kharif,objective_nitrogen_rabi,objective_water_rabi,nitrogen_mt_rabi,water_bcm_rabi,solve_status_rabi,solve_status_code_rabi,is_valid_rabi,variable_count_rabi,constraint_count_rabi,income_mode_rabi,objective_mode_rabi,objective_nitrogen,objective_water,nitrogen_mt,water_bcm,is_valid,solve_status,income_mode,objective_mode,nitrogen_pct_of_2017_baseline,water_pct_of_2017_baseline
0.61,4032618161.153759,197378623737.5132,4.032618161153759,197.3786237375132,Optimal,1,True,2459,776,profit,normalized,2714706086.4511123,88132487328.79698,2.714706086451112,88.13248732879698,Optimal,1,True,1788,741,profit,normalized,6747324247.604872,285511111066.3102,6.747324247604872,285.5111110663102,True,Optimal|Optimal,profit,normalized,81.43694581457044,61.060650589643146
0.62,4027644165.9032927,197927575276.29916,4.027644165903292,197.92757527629917,Optimal,1,True,2459,776,profit,normalized,2713756880.566645,88186560629.05574,2.713756880566645,88.18656062905573,Optimal,1,True,1788,741,profit,normalized,6741401046.469938,286114135905.3549,6.741401046469938,286.11413590535494,True,Optimal|Optimal,profit,normalized,81.36545563680913,61.18961610995606
0.63,4023607424.6102886,198382387257.71,4.023607424610288,198.38238725770998,Optimal,1,True,2459,776,profit,normalized,2712374329.0516877,88269076144.31631,2.7123743290516877,88.26907614431632,Optimal,1,True,1788,741,profit,normalized,6735981753.661976,286651463402.0263,6.735981753661976,286.6514634020263,True,Optimal|Optimal,profit,normalized,81.30004738924909,61.304531310292475
0.64,4021621303.0390415,198617690348.14725,4.0216213030390415,198.61769034814725,Optimal,1,True,2459,776,profit,normalized,2712229400.018815,88277996220.20493,2.712229400018815,88.27799622020493,Optimal,1,True,1788,741,profit,normalized,6733850703.057857,286895686568.3522,6.733850703057857,286.8956865683522,True,Optimal|Optimal,profit,normalized,81.27432663740625,61.35676194106978
0.65,4017547321.1674347,199124422872.34012,4.017547321167434,199.12442287234012,Optimal,1,True,2459,776,profit,normalized,2711037591.1095767,88354759232.08353,2.7110375911095765,88.35475923208352,Optimal,1,True,1788,741,profit,normalized,6728584912.277012,287479182104.42365,6.728584912277012,287.47918210442367,True,Optimal|Optimal,profit,normalized,81.21077108519712,61.48155083953195
0.66,4010232038.4703035,200078516233.01462,4.010232038470304,200.07851623301462,Optimal,1,True,2459,776,profit,normalized,2708727754.4301906,88510151043.27338,2.7087277544301904,88.51015104327338,Optimal,1,True,1788,741,profit,normalized,6718959792.900494,288588667276.28796,6.718959792900494,288.58866727628794,True,Optimal|Optimal,profit,normalized,81.09460054168092,61.71883017398792
0.67,4009200965.441574,200217951937.6884,4.009200965441574,200.21795193768838,Optimal,1,True,2459,776,profit,normalized,2707515789.7973137,88596322040.93875,2.7075157897973137,88.59632204093874,Optimal,1,True,1788,741,profit,normalized,6716716755.238888,288814273978.62714,6.716716755238888,288.8142739786271,True,Optimal|Optimal,profit,normalized,81.06752816012566,61.76707940663867
0.68,4007821182.5862036,200414861063.7305,4.007821182586204,200.4148610637305,Optimal,1,True,2459,776,profit,normalized,2706936342.5732503,88638611963.1648,2.7069363425732504,88.63861196316479,Optimal,1,True,1788,741,profit,normalized,6714757525.159454,289053473026.89526,6.714757525159454,289.0534730268953,True,Optimal|Optimal,profit,normalized,81.04388119905458,61.81823555763093
0.69,4005004424.439328,200828951292.70395,4.005004424439329,200.82895129270395,Optimal,1,True,2459,776,profit,normalized,2704566672.2029023,88824254378.04158,2.7045666722029025,88.82425437804159,Optimal,1,True,1788,741,profit,normalized,6709571096.642231,289653205670.74554,6.709571096642231,289.65320567074554,True,Optimal|Optimal,profit,normalized,80.98128351104837,61.9464969947308
0.7,4003583349.9877243,201049881822.17838,4.003583349987724,201.04988182217838,Optimal,1,True,2459,776,profit,normalized,2702632023.318084,88981826531.40105,2.702632023318084,88.98182653140104,Optimal,1,True,1788,741,profit,normalized,6706215373.305808,290031708353.5794,6.706215373305808,290.0317083535794,True,Optimal|Optimal,profit,normalized,80.94078155064327,62.02744522815487
0.71,3994660112.7503757,202518860972.30692,3.994660112750376,202.51886097230692,Optimal,1,True,2459,776,profit,normalized,2702632023.318084,88981826531.40105,2.702632023318084,88.98182653140104,Optimal,1,True,1788,741,profit,normalized,6697292136.0684595,291500687503.70795,6.69729213606846,291.5006875037079,True,Optimal|Optimal,profit,normalized,80.83308238565256,62.341607511627736
0.72,3992405146.6856956,202903754418.20187,3.992405146685696,202.90375441820188,Optimal,1,True,2459,776,profit,normalized,2702632023.318084,88981826531.40105,2.702632023318084,88.98182653140104,Optimal,1,True,1788,741,profit,normalized,6695037170.003779,291885580949.6029,6.695037170003779,291.8855809496029,True,Optimal|Optimal,profit,normalized,80.80586603403167,62.42392250149368
0.73,3989086126.5350294,203496823263.19608,3.9890861265350295,203.49682326319606,Optimal,1,True,2459,776,profit,normalized,2702632023.318084,88981826531.40105,2.702632023318084,88.98182653140104,Optimal,1,True,1788,741,profit,normalized,6691718149.853113,292478649794.5971,6.691718149853113,292.4786497945971,True,Optimal|Optimal,profit,normalized,80.76580706335699,62.55075878952656
0.74,3989086126.5350294,203496823263.19608,3.9890861265350295,203.49682326319606,Optimal,1,True,2459,776,profit,normalized,2695543413.49452,89687211848.54642,2.69554341349452,89.68721184854641,Optimal,1,True,1788,741,profit,normalized,6684629540.02955,293184035111.7425,6.684629540029549,293.1840351117425,True,Optimal|Optimal,profit,normalized,80.68025096542571,62.70161556781592
0.75,3988635781.0251665,203588400071.48093,3.9886357810251667,203.58840007148092,Optimal,1,True,2459,776,profit,normalized,2695528449.066841,89688775125.91957,2.695528449066841,89.68877512591958,Optimal,1,True,1788,741,profit,normalized,6684164230.092008,293277175197.4005,6.684164230092008,293.27717519740054,True,Optimal|Optimal,profit,normalized,80.67463489914819,62.72153491247824
