,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
17189,Madhya Pradesh, KHANDWA,1997,Rabi,200.0,100.0,0.5,jowar
17191,Madhya Pradesh, KHANDWA,1998,Rabi,100.0,100.0,1.0,jowar
17193,Madhya Pradesh, KHANDWA,1999,Rabi,160.0,145.0,0.90625,jowar
17195,Madhya Pradesh, KHANDWA,2000,Rabi,112.0,56.0,0.5,jowar
17197,Madhya Pradesh, KHANDWA,2001,Rabi,173.0,146.0,0.8439306358381503,jowar
17199,Madhya Pradesh, KHANDWA,2002,Rabi,121.0,192.0,1.5867768595041323,jowar
17201,Madhya Pradesh, KHANDWA,2003,Rabi,16.0,18.0,1.125,jowar
17203,Madhya Pradesh, KHANDWA,2004,Rabi,18.0,16.0,0.8888888888888888,jowar
17205,Madhya Pradesh, KHANDWA,2005,Rabi,10.0,10.0,1.0,jowar
17207,Madhya Pradesh, KHANDWA,2006,Rabi,2.0,2.0,1.0,jowar
17210,Madhya Pradesh, KHANDWA,2008,Rabi,3.0,4.0,1.3333333333333333,jowar
17212,Madhya Pradesh, KHANDWA,2009,Rabi,5.0,7.0,1.4,jowar
17214,Madhya Pradesh, KHANDWA,2010,Rabi,1.0,2.0,2.0,jowar
17216,Madhya Pradesh, KHANDWA,2011,Rabi,2.0,3.0,1.5,jowar
17226,Madhya Pradesh, KHARGONE,1997,Rabi,3400.0,2900.0,0.8529411764705882,jowar
17231,Madhya Pradesh, KHARGONE,2001,Rabi,44.0,42.0,0.9545454545454546,jowar
17233,Madhya Pradesh, KHARGONE,2002,Rabi,9.0,10.0,1.1111111111111112,jowar
17235,Madhya Pradesh, KHARGONE,2003,Rabi,5.0,6.0,1.2,jowar
17237,Madhya Pradesh, KHARGONE,2004,Rabi,7.0,7.0,1.0,jowar
17239,Madhya Pradesh, KHARGONE,2005,Rabi,8.0,10.0,1.25,jowar
17242,Madhya Pradesh, KHARGONE,2007,Rabi,2.0,2.0,1.0,jowar
17245,Madhya Pradesh, KHARGONE,2009,Rabi,1.0,2.0,2.0,jowar
17247,Madhya Pradesh, KHARGONE,2010,Rabi,2.0,2.0,1.0,jowar
17250,Madhya Pradesh, KHARGONE,2012,Rabi,8.0,14.0,1.75,jowar
17252,Madhya Pradesh, KHARGONE,2013,Rabi,1.0,1.0,1.0,jowar
17269,Madhya Pradesh, MANDLA,2004,Rabi,6.0,7.0,1.1666666666666667,jowar
17329,Madhya Pradesh, NARSINGHPUR,1999,Rabi,2.0,2.0,1.0,jowar
17332,Madhya Pradesh, NARSINGHPUR,2001,Rabi,3.0,3.0,1.0,jowar
17385,Madhya Pradesh, PANNA,2010,Rabi,6.0,12.0,2.0,jowar
17401,Madhya Pradesh, RAISEN,2000,Rabi,1.0,2.0,2.0,jowar
17405,Madhya Pradesh, RAISEN,2003,Rabi,5.0,12.0,2.4,jowar
17447,Madhya Pradesh, RATLAM,2000,Rabi,7.0,5.0,0.7142857142857143,jowar
17452,Madhya Pradesh, RATLAM,2004,Rabi,9.0,14.0,1.5555555555555556,jowar
17454,Madhya Pradesh, RATLAM,2005,Rabi,4.0,4.0,1.0,jowar
17457,Madhya Pradesh, RATLAM,2007,Rabi,2.0,4.0,2.0,jowar
17459,Madhya Pradesh, RATLAM,2008,Rabi,2.0,4.0,2.0,jowar
17462,Madhya Pradesh, RATLAM,2010,Rabi,1.0,2.0,2.0,jowar
17464,Madhya Pradesh, RATLAM,2013,Rabi,3.0,7.0,2.3333333333333335,jowar
17498,Madhya Pradesh, SAGAR,2003,Rabi,2.0,4.0,2.0,jowar
17539,Madhya Pradesh, SEHORE,1997,Rabi,300.0,200.0,0.6666666666666666,jowar
17541,Madhya Pradesh, SEHORE,1998,Rabi,100.0,100.0,1.0,jowar
17543,Madhya Pradesh, SEHORE,1999,Rabi,211.0,306.0,1.4502369668246446,jowar
17545,Madhya Pradesh, SEHORE,2000,Rabi,144.0,245.0,1.7013888888888888,jowar
17547,Madhya Pradesh, SEHORE,2001,Rabi,195.0,267.0,1.3692307692307693,jowar
17549,Madhya Pradesh, SEHORE,2002,Rabi,260.0,348.0,1.3384615384615384,jowar
17551,Madhya Pradesh, SEHORE,2003,Rabi,169.0,369.0,2.1834319526627217,jowar
17553,Madhya Pradesh, SEHORE,2004,Rabi,95.0,184.0,1.936842105263158,jowar
17555,Madhya Pradesh, SEHORE,2005,Rabi,114.0,256.0,2.245614035087719,jowar
17557,Madhya Pradesh, SEHORE,2006,Rabi,10.0,23.0,2.3,jowar
17559,Madhya Pradesh, SEHORE,2007,Rabi,81.0,150.0,1.8518518518518519,jowar
17561,Madhya Pradesh, SEHORE,2008,Rabi,42.0,93.0,2.2142857142857144,jowar
17563,Madhya Pradesh, SEHORE,2009,Rabi,85.0,235.0,2.764705882352941,jowar
17565,Madhya Pradesh, SEHORE,2010,Rabi,1.0,2.0,2.0,jowar
17576,Madhya Pradesh, SEONI,1997,Rabi,100.0,100.0,1.0,jowar
17578,Madhya Pradesh, SEONI,1998,Rabi,100.0,100.0,1.0,jowar
17580,Madhya Pradesh, SEONI,1999,Rabi,52.0,52.0,1.0,jowar
17582,Madhya Pradesh, SEONI,2000,Rabi,42.0,19.0,0.4523809523809524,jowar
17584,Madhya Pradesh, SEONI,2001,Rabi,28.0,27.0,0.9642857142857143,jowar
17586,Madhya Pradesh, SEONI,2002,Rabi,40.0,28.0,0.7,jowar
17588,Madhya Pradesh, SEONI,2003,Rabi,20.0,22.0,1.1,jowar
17590,Madhya Pradesh, SEONI,2004,Rabi,11.0,11.0,1.0,jowar
17592,Madhya Pradesh, SEONI,2005,Rabi,11.0,12.0,1.0909090909090908,jowar
17594,Madhya Pradesh, SEONI,2006,Rabi,15.0,16.0,1.0666666666666667,jowar
17596,Madhya Pradesh, SEONI,2007,Rabi,27.0,30.0,1.1111111111111112,jowar
17599,Madhya Pradesh, SEONI,2009,Rabi,29.0,71.0,2.4482758620689653,jowar
17601,Madhya Pradesh, SEONI,2010,Rabi,12.0,16.0,1.3333333333333333,jowar
17614,Madhya Pradesh, SHAHDOL,2001,Rabi,1.0,2.0,2.0,jowar
17623,Madhya Pradesh, SHAHDOL,2009,Rabi,1.0,2.0,2.0,jowar
17823,Maharashtra, AHMEDNAGAR,1997,Rabi,598400.0,217000.0,0.36263368983957217,jowar
17825,Maharashtra, AHMEDNAGAR,1998,Rabi,453200.0,227900.0,0.5028684907325685,jowar
17827,Maharashtra, AHMEDNAGAR,1999,Rabi,498300.0,190900.0,0.38310254866546256,jowar
17829,Maharashtra, AHMEDNAGAR,2000,Rabi,518700.0,160800.0,0.3100057836899942,jowar
17831,Maharashtra, AHMEDNAGAR,2001,Rabi,528900.0,175000.0,0.3308754017772736,jowar
17833,Maharashtra, AHMEDNAGAR,2002,Rabi,494900.0,117300.0,0.23701757930895131,jowar
17835,Maharashtra, AHMEDNAGAR,2003,Rabi,478300.0,55100.0,0.11519966548191511,jowar
17837,Maharashtra, AHMEDNAGAR,2004,Rabi,555000.0,263300.0,0.4744144144144144,jowar
17839,Maharashtra, AHMEDNAGAR,2005,Rabi,569900.0,258800.0,0.4541147569749079,jowar
17841,Maharashtra, AHMEDNAGAR,2006,Rabi,528400.0,274000.0,0.5185465556396669,jowar
17843,Maharashtra, AHMEDNAGAR,2007,Rabi,503400.0,284000.0,0.5641636869288836,jowar
17845,Maharashtra, AHMEDNAGAR,2008,Rabi,507200.0,327800.0,0.6462933753943217,jowar
17846,Maharashtra, AHMEDNAGAR,2009,Rabi,520500.0,350600.0,0.6735830931796349,jowar
17847,Maharashtra, AHMEDNAGAR,2010,Rabi,540000.0,318000.0,0.5888888888888889,jowar
17848,Maharashtra, AHMEDNAGAR,2011,Rabi,434600.0,123200.0,0.2834790612057064,jowar
17849,Maharashtra, AHMEDNAGAR,2012,Rabi,444800.0,67000.0,0.1506294964028777,jowar
17850,Maharashtra, AHMEDNAGAR,2013,Rabi,503900.0,354500.0,0.7035126017066878,jowar
17851,Maharashtra, AHMEDNAGAR,2014,Rabi,443600.0,279800.0,0.6307484220018035,jowar
17852,Maharashtra, AHMEDNAGAR,2015,Rabi,463900.0,105900.0,0.22828195731838757,jowar
17854,Maharashtra, AHMEDNAGAR,2016,Rabi,492800.0,245700.0,0.49857954545454547,jowar
17856,Maharashtra, AHMEDNAGAR,2017,Rabi,548900.0,298300.0,0.5434505374385133,jowar
17858,Maharashtra, AHMEDNAGAR,2018,Rabi,435308.0,54800.0,0.12588787708932525,jowar
17860,Maharashtra, AHMEDNAGAR,2019,Rabi,362789.0,188248.0,0.5188911460931837,jowar
17862,Maharashtra, AKOLA,1997,Rabi,3400.0,900.0,0.2647058823529412,jowar
17864,Maharashtra, AKOLA,1998,Rabi,1100.0,400.0,0.36363636363636365,jowar
17867,Maharashtra, AKOLA,2000,Rabi,200.0,100.0,0.5,jowar
17869,Maharashtra, AKOLA,2001,Rabi,100.0,100.0,1.0,jowar
17871,Maharashtra, AKOLA,2002,Rabi,100.0,100.0,1.0,jowar
17873,Maharashtra, AKOLA,2003,Rabi,100.0,100.0,1.0,jowar
17875,Maharashtra, AKOLA,2004,Rabi,100.0,100.0,1.0,jowar
17877,Maharashtra, AKOLA,2005,Rabi,100.0,100.0,1.0,jowar
17879,Maharashtra, AKOLA,2006,Rabi,100.0,100.0,1.0,jowar
17881,Maharashtra, AKOLA,2007,Rabi,200.0,200.0,1.0,jowar
17883,Maharashtra, AKOLA,2008,Rabi,200.0,200.0,1.0,jowar
17885,Maharashtra, AKOLA,2009,Rabi,100.0,100.0,1.0,jowar
17887,Maharashtra, AKOLA,2010,Rabi,100.0,100.0,1.0,jowar
17889,Maharashtra, AKOLA,2011,Rabi,100.0,100.0,1.0,jowar
17894,Maharashtra, AKOLA,2015,Rabi,100.0,100.0,1.0,jowar
17896,Maharashtra, AKOLA,2016,Rabi,100.0,100.0,1.0,jowar
17898,Maharashtra, AKOLA,2017,Rabi,3.0,2.0,0.6666666666666666,jowar
17901,Maharashtra, AKOLA,2019,Rabi,1830.0,1445.0,0.7896174863387978,jowar
17903,Maharashtra, AMRAVATI,1997,Rabi,200.0,100.0,0.5,jowar
17905,Maharashtra, AMRAVATI,1998,Rabi,600.0,200.0,0.3333333333333333,jowar
17907,Maharashtra, AMRAVATI,1999,Rabi,200.0,100.0,0.5,jowar
17909,Maharashtra, AMRAVATI,2000,Rabi,100.0,100.0,1.0,jowar
17911,Maharashtra, AMRAVATI,2001,Rabi,100.0,100.0,1.0,jowar
17913,Maharashtra, AMRAVATI,2002,Rabi,100.0,100.0,1.0,jowar
17915,Maharashtra, AMRAVATI,2003,Rabi,100.0,100.0,1.0,jowar
17923,Maharashtra, AMRAVATI,2010,Rabi,1100.0,1100.0,1.0,jowar
17925,Maharashtra, AMRAVATI,2011,Rabi,600.0,500.0,0.8333333333333334,jowar
17929,Maharashtra, AMRAVATI,2014,Rabi,200.0,200.0,1.0,jowar
17935,Maharashtra, AMRAVATI,2019,Rabi,57.0,45.0,0.7894736842105263,jowar
17937,Maharashtra, AURANGABAD,1997,Rabi,213400.0,112600.0,0.5276476101218369,jowar
17939,Maharashtra, AURANGABAD,1998,Rabi,171000.0,113700.0,0.6649122807017543,jowar
17941,Maharashtra, AURANGABAD,1999,Rabi,184600.0,146600.0,0.7941495124593716,jowar
17943,Maharashtra, AURANGABAD,2000,Rabi,202900.0,117300.0,0.5781172991621488,jowar
17945,Maharashtra, AURANGABAD,2001,Rabi,212900.0,123900.0,0.5819633630812588,jowar
17947,Maharashtra, AURANGABAD,2002,Rabi,147500.0,82400.0,0.5586440677966101,jowar
17949,Maharashtra, AURANGABAD,2003,Rabi,170000.0,61300.0,0.36058823529411765,jowar
17951,Maharashtra, AURANGABAD,2004,Rabi,168500.0,107400.0,0.6373887240356083,jowar
17953,Maharashtra, AURANGABAD,2005,Rabi,160700.0,128600.0,0.8002489110143124,jowar
17955,Maharashtra, AURANGABAD,2006,Rabi,164000.0,161300.0,0.9835365853658536,jowar
17957,Maharashtra, AURANGABAD,2007,Rabi,113100.0,119700.0,1.0583554376657824,jowar
17959,Maharashtra, AURANGABAD,2008,Rabi,178200.0,160700.0,0.9017957351290684,jowar
17961,Maharashtra, AURANGABAD,2009,Rabi,171800.0,188100.0,1.0948777648428405,jowar
17963,Maharashtra, AURANGABAD,2010,Rabi,80800.0,62800.0,0.7772277227722773,jowar
17965,Maharashtra, AURANGABAD,2011,Rabi,86300.0,65200.0,0.7555040556199305,jowar
17967,Maharashtra, AURANGABAD,2012,Rabi,96400.0,26000.0,0.2697095435684647,jowar
17969,Maharashtra, AURANGABAD,2013,Rabi,86200.0,65400.0,0.7587006960556845,jowar
17971,Maharashtra, AURANGABAD,2014,Rabi,107100.0,44900.0,0.419234360410831,jowar
17973,Maharashtra, AURANGABAD,2015,Rabi,123400.0,39400.0,0.3192868719611021,jowar
17975,Maharashtra, AURANGABAD,2016,Rabi,146900.0,130100.0,0.8856364874063989,jowar
17977,Maharashtra, AURANGABAD,2017,Rabi,156900.0,106300.0,0.6775015933715742,jowar
17979,Maharashtra, AURANGABAD,2018,Rabi,55450.0,17200.0,0.3101893597835888,jowar
17981,Maharashtra, AURANGABAD,2019,Rabi,60375.0,58941.0,0.976248447204969,jowar
17983,Maharashtra, BEED,1997,Rabi,262100.0,111800.0,0.42655475009538346,jowar
17985,Maharashtra, BEED,1998,Rabi,239800.0,135000.0,0.5629691409507923,jowar
17987,Maharashtra, BEED,1999,Rabi,250000.0,156700.0,0.6268,jowar
17989,Maharashtra, BEED,2000,Rabi,265800.0,130600.0,0.49134687735139204,jowar
17991,Maharashtra, BEED,2001,Rabi,263700.0,134000.0,0.5081532043989382,jowar
17993,Maharashtra, BEED,2002,Rabi,247900.0,145800.0,0.5881403791851553,jowar
17995,Maharashtra, BEED,2003,Rabi,253100.0,68300.0,0.2698538127222442,jowar
17997,Maharashtra, BEED,2004,Rabi,256700.0,184300.0,0.7179587066614725,jowar
17999,Maharashtra, BEED,2005,Rabi,255000.0,151100.0,0.5925490196078431,jowar
18001,Maharashtra, BEED,2006,Rabi,251100.0,178700.0,0.711668657905217,jowar
18003,Maharashtra, BEED,2007,Rabi,242600.0,196300.0,0.8091508656224238,jowar
18005,Maharashtra, BEED,2008,Rabi,276300.0,227600.0,0.8237423090843287,jowar
18007,Maharashtra, BEED,2009,Rabi,207000.0,172400.0,0.8328502415458937,jowar
18009,Maharashtra, BEED,2010,Rabi,194400.0,140400.0,0.7222222222222222,jowar
18011,Maharashtra, BEED,2011,Rabi,170400.0,117700.0,0.6907276995305164,jowar
18013,Maharashtra, BEED,2012,Rabi,186500.0,48200.0,0.25844504021447723,jowar
18015,Maharashtra, BEED,2013,Rabi,262300.0,170200.0,0.6488753335874953,jowar
18017,Maharashtra, BEED,2014,Rabi,250400.0,134800.0,0.5383386581469649,jowar
18019,Maharashtra, BEED,2015,Rabi,282000.0,80600.0,0.28581560283687946,jowar
18021,Maharashtra, BEED,2016,Rabi,449800.0,237470.0,0.527945753668297,jowar
18023,Maharashtra, BEED,2017,Rabi,500300.0,232640.0,0.46500099940035977,jowar
18025,Maharashtra, BEED,2018,Rabi,79040.0,22200.0,0.2808704453441296,jowar
18027,Maharashtra, BEED,2019,Rabi,101457.0,75857.0,0.7476763555003597,jowar
18029,Maharashtra, BHANDARA,1997,Rabi,3900.0,800.0,0.20512820512820512,jowar
18030,Maharashtra, BHANDARA,1998,Rabi,2300.0,900.0,0.391304347826087,jowar
18031,Maharashtra, BHANDARA,1999,Rabi,1400.0,600.0,0.42857142857142855,jowar
18032,Maharashtra, BHANDARA,2000,Rabi,1500.0,400.0,0.26666666666666666,jowar
18033,Maharashtra, BHANDARA,2001,Rabi,900.0,400.0,0.4444444444444444,jowar
18035,Maharashtra, BHANDARA,2002,Rabi,800.0,300.0,0.375,jowar
18037,Maharashtra, BHANDARA,2003,Rabi,400.0,200.0,0.5,jowar
18038,Maharashtra, BHANDARA,2004,Rabi,200.0,100.0,0.5,jowar
18039,Maharashtra, BHANDARA,2005,Rabi,200.0,200.0,1.0,jowar
18040,Maharashtra, BHANDARA,2006,Rabi,100.0,100.0,1.0,jowar
18042,Maharashtra, BULDHANA,1997,Rabi,17100.0,4700.0,0.27485380116959063,jowar
18044,Maharashtra, BULDHANA,1998,Rabi,21200.0,7600.0,0.3584905660377358,jowar
18046,Maharashtra, BULDHANA,1999,Rabi,21100.0,13300.0,0.6303317535545023,jowar
18048,Maharashtra, BULDHANA,2000,Rabi,16000.0,10300.0,0.64375,jowar
18050,Maharashtra, BULDHANA,2001,Rabi,16600.0,17300.0,1.0421686746987953,jowar
18052,Maharashtra, BULDHANA,2002,Rabi,20900.0,17400.0,0.8325358851674641,jowar
18054,Maharashtra, BULDHANA,2003,Rabi,21700.0,16200.0,0.7465437788018433,jowar
18056,Maharashtra, BULDHANA,2004,Rabi,19700.0,8200.0,0.41624365482233505,jowar
18058,Maharashtra, BULDHANA,2005,Rabi,19400.0,10700.0,0.5515463917525774,jowar
18060,Maharashtra, BULDHANA,2006,Rabi,17500.0,15400.0,0.88,jowar
18062,Maharashtra, BULDHANA,2007,Rabi,15300.0,16900.0,1.1045751633986929,jowar
18064,Maharashtra, BULDHANA,2008,Rabi,13700.0,14600.0,1.0656934306569343,jowar
18066,Maharashtra, BULDHANA,2009,Rabi,14300.0,17600.0,1.2307692307692308,jowar
18068,Maharashtra, BULDHANA,2010,Rabi,20400.0,20400.0,1.0,jowar
18070,Maharashtra, BULDHANA,2011,Rabi,10700.0,8900.0,0.8317757009345794,jowar
18072,Maharashtra, BULDHANA,2012,Rabi,9500.0,7700.0,0.8105263157894737,jowar
18074,Maharashtra, BULDHANA,2013,Rabi,13300.0,10700.0,0.8045112781954887,jowar
18076,Maharashtra, BULDHANA,2014,Rabi,10800.0,8900.0,0.8240740740740741,jowar
18078,Maharashtra, BULDHANA,2015,Rabi,10300.0,5800.0,0.5631067961165048,jowar
18080,Maharashtra, BULDHANA,2016,Rabi,13350.0,15500.0,1.1610486891385767,jowar
18082,Maharashtra, BULDHANA,2017,Rabi,13231.0,9100.0,0.6877787015342756,jowar
18084,Maharashtra, BULDHANA,2018,Rabi,11980.0,5800.0,0.48414023372287146,jowar
18086,Maharashtra, BULDHANA,2019,Rabi,12839.0,11854.0,0.9232806293325025,jowar
18088,Maharashtra, CHANDRAPUR,1997,Rabi,85400.0,25100.0,0.2939110070257611,jowar
18090,Maharashtra, CHANDRAPUR,1998,Rabi,72200.0,23400.0,0.32409972299168976,jowar
18092,Maharashtra, CHANDRAPUR,1999,Rabi,62900.0,32200.0,0.5119236883942766,jowar
18094,Maharashtra, CHANDRAPUR,2000,Rabi,41000.0,9700.0,0.23658536585365852,jowar
18096,Maharashtra, CHANDRAPUR,2001,Rabi,43700.0,21800.0,0.4988558352402746,jowar
18098,Maharashtra, CHANDRAPUR,2002,Rabi,26200.0,7600.0,0.2900763358778626,jowar
18101,Maharashtra, CHANDRAPUR,2004,Rabi,20400.0,6600.0,0.3235294117647059,jowar
18103,Maharashtra, CHANDRAPUR,2005,Rabi,21300.0,6900.0,0.323943661971831,jowar
18105,Maharashtra, CHANDRAPUR,2006,Rabi,16300.0,7000.0,0.4294478527607362,jowar
18107,Maharashtra, CHANDRAPUR,2007,Rabi,12300.0,6300.0,0.5121951219512195,jowar
18109,Maharashtra, CHANDRAPUR,2008,Rabi,4300.0,1600.0,0.37209302325581395,jowar
18111,Maharashtra, CHANDRAPUR,2009,Rabi,5100.0,2100.0,0.4117647058823529,jowar
18113,Maharashtra, CHANDRAPUR,2010,Rabi,6100.0,3000.0,0.4918032786885246,jowar
18115,Maharashtra, CHANDRAPUR,2011,Rabi,5000.0,1900.0,0.38,jowar
18117,Maharashtra, CHANDRAPUR,2012,Rabi,4600.0,2500.0,0.5434782608695652,jowar
18119,Maharashtra, CHANDRAPUR,2013,Rabi,5100.0,2300.0,0.45098039215686275,jowar
18121,Maharashtra, CHANDRAPUR,2014,Rabi,5900.0,2600.0,0.4406779661016949,jowar
18123,Maharashtra, CHANDRAPUR,2015,Rabi,5700.0,2000.0,0.3508771929824561,jowar
18125,Maharashtra, CHANDRAPUR,2016,Rabi,4300.0,2700.0,0.627906976744186,jowar
18127,Maharashtra, CHANDRAPUR,2017,Rabi,1300.0,300.0,0.23076923076923078,jowar
18129,Maharashtra, CHANDRAPUR,2018,Rabi,1330.0,900.0,0.6766917293233082,jowar
18131,Maharashtra, CHANDRAPUR,2019,Rabi,1505.0,721.0,0.4790697674418605,jowar
18133,Maharashtra, DHULE,1997,Rabi,42800.0,35500.0,0.8294392523364486,jowar
18135,Maharashtra, DHULE,1998,Rabi,46600.0,48400.0,1.03862660944206,jowar
18137,Maharashtra, DHULE,1999,Rabi,10000.0,10300.0,1.03,jowar
18139,Maharashtra, DHULE,2000,Rabi,4300.0,1700.0,0.3953488372093023,jowar
18141,Maharashtra, DHULE,2001,Rabi,5800.0,3700.0,0.6379310344827587,jowar
18143,Maharashtra, DHULE,2002,Rabi,6200.0,5200.0,0.8387096774193549,jowar
18145,Maharashtra, DHULE,2003,Rabi,7900.0,11500.0,1.4556962025316456,jowar
18147,Maharashtra, DHULE,2004,Rabi,8600.0,12500.0,1.4534883720930232,jowar
18149,Maharashtra, DHULE,2005,Rabi,8800.0,6600.0,0.75,jowar
18151,Maharashtra, DHULE,2006,Rabi,9200.0,11100.0,1.2065217391304348,jowar
18153,Maharashtra, DHULE,2007,Rabi,8500.0,14200.0,1.6705882352941177,jowar
18155,Maharashtra, DHULE,2008,Rabi,8300.0,10200.0,1.2289156626506024,jowar
18157,Maharashtra, DHULE,2009,Rabi,10200.0,13100.0,1.2843137254901962,jowar
18159,Maharashtra, DHULE,2010,Rabi,9700.0,16100.0,1.6597938144329898,jowar
18161,Maharashtra, DHULE,2011,Rabi,10500.0,12900.0,1.2285714285714286,jowar
18163,Maharashtra, DHULE,2012,Rabi,16000.0,18100.0,1.13125,jowar
18165,Maharashtra, DHULE,2013,Rabi,19200.0,26700.0,1.390625,jowar
18167,Maharashtra, DHULE,2014,Rabi,11000.0,14800.0,1.3454545454545455,jowar
18169,Maharashtra, DHULE,2015,Rabi,11600.0,10500.0,0.9051724137931034,jowar
18171,Maharashtra, DHULE,2016,Rabi,12100.0,13800.0,1.140495867768595,jowar
18173,Maharashtra, DHULE,2017,Rabi,16300.0,16800.0,1.030674846625767,jowar
18175,Maharashtra, DHULE,2018,Rabi,15990.0,11700.0,0.7317073170731707,jowar
18177,Maharashtra, DHULE,2019,Rabi,12587.0,24172.0,1.920394057360769,jowar
18179,Maharashtra, GADCHIROLI,1997,Rabi,18200.0,5900.0,0.3241758241758242,jowar
18181,Maharashtra, GADCHIROLI,1998,Rabi,15200.0,4200.0,0.27631578947368424,jowar
18182,Maharashtra, GADCHIROLI,1999,Rabi,13100.0,5000.0,0.3816793893129771,jowar
18183,Maharashtra, GADCHIROLI,2000,Rabi,9900.0,3300.0,0.3333333333333333,jowar
18184,Maharashtra, GADCHIROLI,2001,Rabi,8800.0,3900.0,0.4431818181818182,jowar
18185,Maharashtra, GADCHIROLI,2002,Rabi,7200.0,2400.0,0.3333333333333333,jowar
18186,Maharashtra, GADCHIROLI,2003,Rabi,7700.0,3700.0,0.4805194805194805,jowar
18187,Maharashtra, GADCHIROLI,2004,Rabi,5500.0,1600.0,0.2909090909090909,jowar
18188,Maharashtra, GADCHIROLI,2005,Rabi,5300.0,2300.0,0.4339622641509434,jowar
18189,Maharashtra, GADCHIROLI,2006,Rabi,7100.0,4000.0,0.5633802816901409,jowar
18190,Maharashtra, GADCHIROLI,2007,Rabi,6800.0,4600.0,0.6764705882352942,jowar
18191,Maharashtra, GADCHIROLI,2008,Rabi,3800.0,1900.0,0.5,jowar
18192,Maharashtra, GADCHIROLI,2009,Rabi,3600.0,2700.0,0.75,jowar
18193,Maharashtra, GADCHIROLI,2010,Rabi,3500.0,2600.0,0.7428571428571429,jowar
18194,Maharashtra, GADCHIROLI,2011,Rabi,1400.0,900.0,0.6428571428571429,jowar
18195,Maharashtra, GADCHIROLI,2012,Rabi,1300.0,1500.0,1.1538461538461537,jowar
18196,Maharashtra, GADCHIROLI,2013,Rabi,1100.0,1100.0,1.0,jowar
18197,Maharashtra, GADCHIROLI,2014,Rabi,400.0,300.0,0.75,jowar
18198,Maharashtra, GADCHIROLI,2015,Rabi,200.0,100.0,0.5,jowar
18199,Maharashtra, GADCHIROLI,2016,Rabi,100.0,100.0,1.0,jowar
18201,Maharashtra, GADCHIROLI,2017,Rabi,1300.0,700.0,0.5384615384615384,jowar
18202,Maharashtra, GADCHIROLI,2018,Rabi,1290.0,530.0,0.4108527131782946,jowar
18204,Maharashtra, GADCHIROLI,2019,Rabi,1257.0,845.0,0.6722354813046937,jowar
18206,Maharashtra, GONDIA,1999,Rabi,18300.0,7400.0,0.40437158469945356,jowar
18209,Maharashtra, HINGOLI,2000,Rabi,19200.0,11800.0,0.6145833333333334,jowar
18211,Maharashtra, HINGOLI,2001,Rabi,21200.0,11400.0,0.5377358490566038,jowar
18213,Maharashtra, HINGOLI,2002,Rabi,21900.0,15100.0,0.6894977168949772,jowar
18215,Maharashtra, HINGOLI,2003,Rabi,23200.0,16400.0,0.7068965517241379,jowar
18217,Maharashtra, HINGOLI,2004,Rabi,22100.0,14000.0,0.6334841628959276,jowar
18219,Maharashtra, HINGOLI,2005,Rabi,22600.0,13900.0,0.6150442477876106,jowar
18221,Maharashtra, HINGOLI,2006,Rabi,20900.0,11800.0,0.5645933014354066,jowar
18223,Maharashtra, HINGOLI,2007,Rabi,23000.0,16000.0,0.6956521739130435,jowar
18225,Maharashtra, HINGOLI,2008,Rabi,21300.0,28700.0,1.3474178403755868,jowar
18227,Maharashtra, HINGOLI,2009,Rabi,23300.0,21900.0,0.9399141630901288,jowar
18229,Maharashtra, HINGOLI,2010,Rabi,25600.0,17300.0,0.67578125,jowar
18231,Maharashtra, HINGOLI,2011,Rabi,21700.0,16200.0,0.7465437788018433,jowar
18233,Maharashtra, HINGOLI,2012,Rabi,24900.0,28900.0,1.1606425702811245,jowar
18235,Maharashtra, HINGOLI,2013,Rabi,10100.0,11200.0,1.108910891089109,jowar
18237,Maharashtra, HINGOLI,2014,Rabi,7300.0,5000.0,0.684931506849315,jowar
18239,Maharashtra, HINGOLI,2015,Rabi,10000.0,3900.0,0.39,jowar
18241,Maharashtra, HINGOLI,2016,Rabi,8100.0,5500.0,0.6790123456790124,jowar
18243,Maharashtra, HINGOLI,2017,Rabi,11669.0,10800.0,0.9255291798783101,jowar
18245,Maharashtra, HINGOLI,2018,Rabi,6740.0,4700.0,0.6973293768545994,jowar
18247,Maharashtra, HINGOLI,2019,Rabi,8206.0,9815.0,1.1960760419205458,jowar
18249,Maharashtra, JALGAON,1997,Rabi,54000.0,57400.0,1.0629629629629629,jowar
18251,Maharashtra, JALGAON,1998,Rabi,61300.0,75000.0,1.2234910277324633,jowar
18253,Maharashtra, JALGAON,1999,Rabi,74300.0,96700.0,1.3014804845222072,jowar
18255,Maharashtra, JALGAON,2000,Rabi,27900.0,28000.0,1.003584229390681,jowar
18257,Maharashtra, JALGAON,2001,Rabi,28400.0,37200.0,1.3098591549295775,jowar
18259,Maharashtra, JALGAON,2002,Rabi,31500.0,49900.0,1.584126984126984,jowar
18261,Maharashtra, JALGAON,2003,Rabi,34200.0,50900.0,1.4883040935672514,jowar
18263,Maharashtra, JALGAON,2004,Rabi,39300.0,62400.0,1.5877862595419847,jowar
18265,Maharashtra, JALGAON,2005,Rabi,28400.0,40600.0,1.4295774647887325,jowar
18267,Maharashtra, JALGAON,2006,Rabi,34100.0,50100.0,1.469208211143695,jowar
