,state,district,Year,Season,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),N_applied(kg/ha),P_applied(kg/ha),K_applied(kg/ha),Manure (kg/ha),calorie_per_100g,MSP_RsperQntl,CostofCultivation_rs_ha,CWR_y,CWU green_y,CWU blue_y,CWR m3/ha,CWU green m3/ha,CWU blue m3/ha
7402,karnataka,bidar,2017,Kharif,bajra,2290,3322,1.450655022,,,,,361,1425,,4363794,4057632,30222,3008.154202,2797.103335,20.83334738
7406,karnataka,bidar,2018,Kharif,bajra,409,312,0.762836186,,,,,361,,,4363794,4057632,30222,5720.486365,5319.139385,39.61794231
7408,karnataka,bidar,2018,Kharif,ragi,12,14,1.166666667,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,3740.394857,3477.970286,25.90457143
7411,karnataka,bidar,2019,Kharif,bajra,2073,2032,0.980221901,,,,,361,,,4363794,4057632,30222,4451.842993,4139.503512,30.83179429
7413,karnataka,bidar,2019,Kharif,ragi,36,63,1.75,94.78828251,39.29060267,9.183738167,333.280574,328,,,4363794,4057632,30222,2493.596571,2318.646857,17.26971429
7416,karnataka,chamarajanagara,2009,Kharif,bajra,543,302,0.556169429,16.99359383,20.25368063,4.695180061,480.7692308,361,840,,4363794,4057632,30222,7846.159411,7295.676079,54.33955629
7418,karnataka,chamarajanagara,2009,Kharif,ragi,16847,22129,1.313527631,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,3322.194293,3089.110502,23.00827123
7421,karnataka,chamarajanagara,2010,Kharif,bajra,305,299,0.980327869,14.12954516,22.19733486,3.65290121,0,361,880,,4363794,4057632,30222,4451.361773,4139.056054,30.82846154
7423,karnataka,chamarajanagara,2010,Kharif,ragi,17749,22259,1.254098822,38.13789219,46.92109446,9.196505759,1050.552839,328,880,,4363794,4057632,30222,3479.625307,3235.49622,24.09857936
7426,karnataka,chamarajanagara,2011,Kharif,bajra,258,214,0.829457364,33.86950096,28.37808192,7.835163187,426.1107121,361,980,,4363794,4057632,30222,5261.022673,4891.911477,36.43586916
7428,karnataka,chamarajanagara,2011,Kharif,ragi,16470,19499,1.18391014,51.99886672,36.73542064,4.550750931,1079.467334,328,1050,,4363794,4057632,30222,3685.916569,3427.314172,25.52727524
7431,karnataka,chamarajanagara,2012,Kharif,bajra,640,1260,1.96875,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,2216.530286,2061.019429,15.35085714
7433,karnataka,chamarajanagara,2012,Kharif,ragi,8117,10395,1.280645559,46.06660417,35.41625544,4.965803112,559.436819,328,1500,27245.84,4363794,4057632,30222,3407.495517,3168.427027,23.5990355
7436,karnataka,chamarajanagara,2013,Kharif,bajra,915,1409,1.53989071,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,2833.833577,2635.012974,19.62606813
7438,karnataka,chamarajanagara,2013,Kharif,ragi,13801,22997,1.666328527,66.74179818,29.02358273,10.65804219,236.0004332,328,1500,,4363794,4057632,30222,2618.807714,2435.073237,18.13687968
7441,karnataka,chamarajanagara,2014,Kharif,bajra,370,458,1.237837838,,,,,361,1250,,4363794,4057632,30222,3525.335764,3277.999651,24.41515284
7443,karnataka,chamrajnagar,2014,Kharif,ragi,15415,23812,1.54472916,22.5,57.5,0,0,328,1550,,4363794,4057632,30222,2824.957354,2626.759503,19.56459474
7446,karnataka,chamarajanagara,2015,Kharif,bajra,519,659,1.269749518,,,,,361,1275,,4363794,4057632,30222,3436.736094,3195.616097,23.80154476
7448,karnataka,chamrajnagar,2015,Kharif,ragi,15768,28341,1.797374429,22.5,57.5,0,0,328,1650,,4363794,4057632,30222,2427.871416,2257.532951,16.81452652
7451,karnataka,chamarajanagara,2016,Kharif,bajra,53,36,0.679245283,,,,,361,1330,,4363794,4057632,30222,6424.4745,5973.736,44.4935
7453,karnataka,chamarajanagara,2016,Kharif,ragi,5236,3318,0.63368984,40.51348628,38.6390057,1.086854672,928.7614882,328,1725,46718.91,4363794,4057632,30222,6886.324709,6403.182987,47.69210127
7456,karnataka,chamarajanagara,2017,Kharif,bajra,1704,2985,1.751760563,,,,,361,1425,,4363794,4057632,30222,2491.090444,2316.316559,17.25235779
7458,karnataka,chamrajnagar,2017,Kharif,ragi,20062,48314,2.408234473,10.88709677,17.33870968,17.33870968,0,328,1900,48235.81,4363794,4057632,30222,1812.030369,1684.89906,12.54944248
7461,karnataka,chamarajanagara,2018,Kharif,bajra,503,1026,2.039761431,,,,,361,,,4363794,4057632,30222,2139.364895,1989.26793,14.8164386
7463,karnataka,chamarajanagara,2018,Kharif,ragi,8681,13319,1.534270245,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,2844.214709,2644.66577,19.69796396
7466,karnataka,chamarajanagara,2019,Kharif,bajra,885,2041,2.306214689,,,,,361,,,4363794,4057632,30222,1892.188971,1759.433768,13.10459089
7468,karnataka,chamarajanagara,2019,Kharif,ragi,5081,10055,1.978941153,94.78828251,39.29060267,9.183738167,333.280574,328,,,4363794,4057632,30222,2205.115596,2050.405588,15.27180328
7471,karnataka,chikkaballapura,2009,Kharif,ragi,45842,49654,1.083155185,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,4028.780049,3746.122491,27.90181907
7474,karnataka,chikkaballapura,2010,Kharif,bajra,46,42,0.913043478,14.12954516,22.19733486,3.65290121,0,361,880,,4363794,4057632,30222,4779.393429,4444.073143,33.10028571
7476,karnataka,chikkaballapura,2010,Kharif,ragi,41306,83787,2.028446231,38.13789219,46.92109446,9.196505759,1050.552839,328,880,,4363794,4057632,30222,2151.298829,2000.364584,14.89908855
7479,karnataka,chikkaballapura,2011,Kharif,bajra,843,1001,1.18742586,33.86950096,28.37808192,7.835163187,426.1107121,361,980,,4363794,4057632,30222,3675.003339,3417.166609,25.45169431
7480,karnataka,chikkaballapura,2011,Kharif,ragi,38478,72066,1.872914393,51.99886672,36.73542064,4.550750931,1079.467334,328,1050,,4363794,4057632,30222,2329.948457,2166.480228,16.13634885
7484,karnataka,chikballapura,2012,Kharif,ragi,47375,94558,1.99594723,43.56336088,94.64049587,0,0,328,1500,27245.84,4363794,4057632,30222,2186.327341,2032.93551,15.14168288
7487,karnataka,chikkaballapura,2013,Kharif,bajra,2,2,1,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,4363.794,4057.632,30.222
7489,karnataka,chikballapura,2013,Kharif,ragi,47760,105218,2.203056951,73.75,63.75,63.75,0,328,1500,,4363794,4057632,30222,1980.790373,1841.818931,13.71821095
7493,karnataka,chikballapura,2014,Kharif,ragi,46858,69310,1.479149772,67.09632335,46.30426758,0,5172.306801,328,1550,,4363794,4057632,30222,2950.204289,2743.219164,20.43200802
7496,karnataka,chikkaballapura,2015,Kharif,bajra,82,54,0.658536585,,,,,361,1275,,4363794,4057632,30222,6626.502,6161.589333,45.89266667
7498,karnataka,chikballapura,2015,Kharif,ragi,46747,84911,1.816394635,69.42852085,41.95826781,0,0,328,1650,,4363794,4057632,30222,2402.448188,2233.893407,16.63845478
7501,karnataka,chikkaballapura,2016,Kharif,bajra,40,42,1.05,,,,,361,1330,,4363794,4057632,30222,4155.994286,3864.411429,28.78285714
7503,karnataka,chikkaballapura,2016,Kharif,ragi,42562,39625,0.930994784,40.51348628,38.6390057,1.086854672,928.7614882,328,1725,46718.91,4363794,4057632,30222,4687.237861,4358.383172,32.46205083
7506,karnataka,chikkaballapura,2017,Kharif,bajra,106,169,1.594339623,,,,,361,1425,,4363794,4057632,30222,2737.054225,2545.023621,18.95581065
7507,karnataka,chikballapura,2017,Kharif,ragi,48262,110404,2.287596867,70.66872428,47.87722908,1.783264746,0,328,1900,48235.81,4363794,4057632,30222,1907.588729,1773.753085,13.21124383
7510,karnataka,chikkaballapura,2018,Kharif,bajra,210,191,0.90952381,,,,,361,,,4363794,4057632,30222,4797.888691,4461.270785,33.22837696
7512,karnataka,chikkaballapura,2018,Kharif,ragi,32260,27061,0.83884067,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,5202.172663,4837.19036,36.02829607
7515,karnataka,chikkaballapura,2019,Kharif,bajra,198,215,1.085858586,,,,,361,,,4363794,4057632,30222,4018.749823,3736.795981,27.83235349
7517,karnataka,chikballapura,2019,Kharif,ragi,44956,91652,2.038704511,31.56962191,39.97283387,39.97283387,0,328,,,4363794,4057632,30222,2140.474,1990.299221,14.82411984
7521,karnataka,chikmagalur,2009,Kharif,ragi,52360,89380,1.707028266,15.21873856,30.06556206,2.286392405,0,328,840,,4363794,4057632,30222,2556.368917,2377.015121,17.704452
7525,karnataka,chikmagalur,2010,Kharif,ragi,52560,93115,1.771594368,0,0,0,0,328,880,,4363794,4057632,30222,2463.201553,2290.384341,17.05920979
7529,karnataka,chikkamagaluru,2011,Kharif,ragi,39215,48505,1.236899146,51.99886672,36.73542064,4.550750931,1079.467334,328,1050,,4363794,4057632,30222,3528.011168,3280.487349,24.43368168
7532,karnataka,chikkamagaluru,2012,Kharif,bajra,5,5,1,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,4363.794,4057.632,30.222
7534,karnataka,chikkamagaluru,2012,Kharif,ragi,38664,37723,0.975662115,46.06660417,35.41625544,4.965803112,559.436819,328,1500,27245.84,4363794,4057632,30222,4472.648814,4158.849605,30.9758876
7537,karnataka,chikkamagaluru,2013,Kharif,bajra,1,1,1,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,4363.794,4057.632,30.222
7539,karnataka,chikkamagaluru,2013,Kharif,ragi,38547,41820,1.084909331,66.74179818,29.02358273,10.65804219,236.0004332,328,1500,,4363794,4057632,30222,4022.266076,3740.065536,27.85670574
7543,karnataka,chikmagalur,2014,Kharif,ragi,44122,52437,1.188454739,60.1373065,51.38129834,34.18427317,3857.90607,328,1550,,4363794,4057632,30222,3671.821784,3414.208271,25.42966005
7547,karnataka,chikmagalur,2015,Kharif,ragi,43660,60847,1.39365552,67.88538452,68.85745758,0.155617803,0,328,1650,,4363794,4057632,30222,3131.185532,2911.502837,21.68541621
7551,karnataka,chikmagalur,2016,Kharif,ragi,41200,24541,0.59565534,22.90081522,35.96875,18.90285326,1562.5,328,1725,46718.91,4363794,4057632,30222,7326.03858,6812.046714,50.73739456
7555,karnataka,chikmagalur,2017,Kharif,ragi,52115,71442,1.370852921,80.1210791,22.86467505,0.814921167,0,328,1900,48235.81,4363794,4057632,30222,3183.269286,2959.932416,22.04612875
7558,karnataka,chikkamagaluru,2018,Kharif,bajra,34,31,0.911764706,,,,,361,,,4363794,4057632,30222,4786.096645,4450.306065,33.14670968
7560,karnataka,chikmagalur,2018,Kharif,ragi,26956,32983,1.223586586,136.8791613,23.73343467,0,0,328,,,4363794,4057632,30222,3566.395751,3316.178886,24.6995189
7563,karnataka,chikkamagaluru,2019,Kharif,bajra,23,25,1.086956522,,,,,361,,,4363794,4057632,30222,4014.69048,3733.02144,27.80424
7565,karnataka,chikmagalur,2019,Kharif,ragi,33624,43794,1.302462527,129.4816397,39.41738508,0,0,328,,,4363794,4057632,30222,3350.418081,3115.354121,23.20373859
7568,karnataka,chitradurga,2009,Kharif,bajra,1278,694,0.543035994,16.99359383,20.25368063,4.695180061,480.7692308,361,840,,4363794,4057632,30222,8035.920363,7472.123481,55.65376945
7570,karnataka,chitradurga,2009,Kharif,ragi,47915,64781,1.35199833,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,3227.66227,3001.210807,22.3535779
7573,karnataka,chitradurga,2010,Kharif,bajra,1508,825,0.547082228,14.12954516,22.19733486,3.65290121,0,361,880,,4363794,4057632,30222,7976.486487,7416.859462,55.24215273
7575,karnataka,chitradurga,2010,Kharif,ragi,53001,86967,1.640855833,52.2,133.4,0,0,328,880,,4363794,4057632,30222,2659.462161,2472.875385,18.41843713
7578,karnataka,chitradurga,2011,Kharif,bajra,1612,906,0.562034739,33.86950096,28.37808192,7.835163187,426.1107121,361,980,,4363794,4057632,30222,7764.278066,7219.539497,53.77247682
7580,karnataka,chitradurga,2011,Kharif,ragi,39112,35937,0.918822868,91.16019738,35.83333333,10.28947368,372.8070175,328,1050,,4363794,4057632,30222,4749.331077,4416.119954,32.89208515
7583,karnataka,chitradurga,2012,Kharif,bajra,1330,699,0.52556391,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,8303.070129,7720.530129,57.5039485
7585,karnataka,chitradurga,2012,Kharif,ragi,45272,51137,1.129550274,81.66790583,53.76645614,2.094370861,0,328,1500,27245.84,4363794,4057632,30222,3863.302149,3592.254452,26.75578122
7588,karnataka,chitradurga,2013,Kharif,bajra,2049,1110,0.541727672,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,8055.327843,7490.169341,55.78817838
7590,karnataka,chitradurga,2013,Kharif,ragi,45995,57896,1.258745516,92.59426273,66.46936609,5.907817672,0,328,1500,,4363794,4057632,30222,3466.780175,3223.552298,24.0096188
7593,karnataka,chitradurga,2014,Kharif,bajra,1697,1053,0.620506777,,,,,361,1250,,4363794,4057632,30222,7032.629077,6539.222701,48.70535043
7595,karnataka,chitradurga,2014,Kharif,ragi,54642,87468,1.600746678,112.0034626,95.85457064,0,0,328,1550,,4363794,4057632,30222,2726.09905,2534.837057,18.87993922
7598,karnataka,chitradurga,2015,Kharif,bajra,1799,1174,0.652584769,,,,,361,1275,,4363794,4057632,30222,6686.938165,6217.785322,46.31122487
7600,karnataka,chitradurga,2015,Kharif,ragi,45555,72273,1.586499835,57.34615385,41.76923077,1.961538462,0,328,1650,,4363794,4057632,30222,2750.579548,2557.600013,19.04948196
7603,karnataka,chitradurga,2016,Kharif,bajra,1804,502,0.27827051,,,,,361,1330,,4363794,4057632,30222,15681.84139,14581.60982,108.6065498
7605,karnataka,chitradurga,2016,Kharif,ragi,49749,28451,0.571890892,60.6875,21.921875,0,0,328,1725,46718.91,4363794,4057632,30222,7630.465984,7095.115615,52.84574454
7608,karnataka,chitradurga,2017,Kharif,bajra,3694,3836,1.038440715,,,,,361,1425,,4363794,4057632,30222,4202.256266,3907.427687,29.10325026
7610,karnataka,chitradurga,2017,Kharif,ragi,46110,87478,1.897158968,72.36607747,52.12227414,0,0,328,1900,48235.81,4363794,4057632,30222,2300.173087,2138.793886,15.93013581
7613,karnataka,chitradurga,2018,Kharif,bajra,1912,783,0.409518828,,,,,361,,,4363794,4057632,30222,10655.90566,9908.291678,73.7988046
7615,karnataka,chitradurga,2018,Kharif,ragi,19025,18200,0.956636005,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,4561.603343,4241.563121,31.5919533
7618,karnataka,chitradurga,2019,Kharif,bajra,2933,1817,0.619502216,,,,,361,,,4363794,4057632,30222,7044.032912,6549.826448,48.78432911
7620,karnataka,chitradurga,2019,Kharif,ragi,38291,54528,1.424042203,74.19507576,26.69507576,3.939393939,2.840909091,328,,,4363794,4057632,30222,3064.37126,2849.376227,21.22268563
7631,karnataka,dakshina kannada,2018,Kharif,bajra,4,4,1,,,,,361,,,4363794,4057632,30222,4363.794,4057.632,30.222
7633,karnataka,dakshina kannada,2019,Kharif,bajra,8,9,1.125,,,,,361,,,4363794,4057632,30222,3878.928,3606.784,26.864
7636,karnataka,davangere,2009,Kharif,bajra,958,646,0.674321503,16.99359383,20.25368063,4.695180061,480.7692308,361,840,,4363794,4057632,30222,6471.38491,6017.355195,44.8183839
7638,karnataka,davangere,2009,Kharif,ragi,16496,25323,1.535099418,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,2842.678428,2643.237273,19.68732425
7641,karnataka,davangere,2010,Kharif,bajra,1405,2106,1.498932384,14.12954516,22.19733486,3.65290121,0,361,880,,4363794,4057632,30222,2911.268077,2707.014701,20.16235043
7643,karnataka,davangere,2010,Kharif,ragi,15658,28419,1.814982756,38.13789219,46.92109446,9.196505759,1050.552839,328,880,,4363794,4057632,30222,2404.317057,2235.631157,16.65139787
7646,karnataka,davangere,2011,Kharif,bajra,894,582,0.651006711,33.86950096,28.37808192,7.835163187,426.1107121,361,980,,4363794,4057632,30222,6703.147485,6232.857402,46.42348454
7648,karnataka,davanagere,2011,Kharif,ragi,13650,14545,1.065567766,66.21838138,38.02374368,0.838293651,0,328,1050,,4363794,4057632,30222,4095.275909,3807.953029,28.36234445
7651,karnataka,davangere,2012,Kharif,bajra,882,640,0.725623583,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,6013.853606,5591.9241,41.64969375
7653,karnataka,davanagere,2012,Kharif,ragi,10758,11722,1.089607734,27.70304491,22.62848608,0,0,328,1500,27245.84,4363794,4057632,30222,4004.922014,3723.938326,27.73658727
7656,karnataka,davangere,2013,Kharif,bajra,653,659,1.009188361,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,4324.062947,4020.688461,29.94683763
7658,karnataka,davangere,2013,Kharif,ragi,9151,13492,1.474374385,66.74179818,29.02358273,10.65804219,236.0004332,328,1500,,4363794,4057632,30222,2959.759776,2752.104242,20.49818574
7661,karnataka,davangere,2014,Kharif,bajra,624,620,0.993589744,,,,,361,1250,,4363794,4057632,30222,4391.94751,4083.810271,30.41698065
7663,karnataka,davangere,2014,Kharif,ragi,8729,13658,1.564669492,66.18845842,59.86633353,13.53845783,3024.318084,328,1550,,4363794,4057632,30222,2788.955764,2593.28377,19.31526124
7666,karnataka,davangere,2015,Kharif,bajra,720,608,0.844444444,,,,,361,1275,,4363794,4057632,30222,5167.650789,4805.090526,35.78921053
7668,karnataka,davanagere,2015,Kharif,ragi,12805,18989,1.482936353,100,125,0,0,328,1650,,4363794,4057632,30222,2942.671134,2736.214533,20.37983622
7671,karnataka,davangere,2016,Kharif,bajra,558,371,0.664874552,,,,,361,1330,,4363794,4057632,30222,6563.334372,6102.85352,45.45519137
7673,karnataka,davanagere,2016,Kharif,ragi,7740,7816,1.009819121,46,0,0,0,328,1725,46718.91,4363794,4057632,30222,4321.362021,4018.177032,29.92813204
7676,karnataka,davangere,2017,Kharif,bajra,1562,2327,1.489756722,,,,,361,1425,,4363794,4057632,30222,2929.199067,2723.68766,20.28653373
7678,karnataka,davanagere,2017,Kharif,ragi,18500,35308,1.908540541,33.3130531,50.5770649,9.363938053,0,328,1900,48235.81,4363794,4057632,30222,2286.456016,2126.039198,15.83513651
7681,karnataka,davangere,2018,Kharif,bajra,470,276,0.587234043,,,,,361,,,4363794,4057632,30222,7431.098478,6909.735652,51.465
7683,karnataka,davanagere,2018,Kharif,ragi,5415,5942,1.097322253,22.97007436,41.75581701,15.80173427,0,328,,,4363794,4057632,30222,3976.766158,3697.757873,27.54159037
7686,karnataka,davangere,2019,Kharif,bajra,744,556,0.747311828,,,,,361,,,4363794,4057632,30222,5839.321468,5429.637065,40.44094964
7688,karnataka,davanagere,2019,Kharif,ragi,6899,10722,1.554138281,41.16795807,44.30737324,17.69774011,0,328,,,4363794,4057632,30222,2807.854393,2610.856479,19.44614605
7692,karnataka,dharwad,2009,Kharif,ragi,56,62,1.107142857,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,3941.491355,3664.957935,27.29729032
7696,karnataka,dharwad,2010,Kharif,ragi,54,54,1,38.13789219,46.92109446,9.196505759,1050.552839,328,880,,4363794,4057632,30222,4363.794,4057.632,30.222
7700,karnataka,dharwad,2011,Kharif,ragi,50,56,1.12,51.99886672,36.73542064,4.550750931,1079.467334,328,1050,,4363794,4057632,30222,3896.244643,3622.885714,26.98392857
7703,karnataka,dharwad,2012,Kharif,bajra,15,16,1.066666667,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,4091.056875,3804.03,28.333125
7705,karnataka,dharwad,2012,Kharif,ragi,38,58,1.526315789,46.06660417,35.41625544,4.965803112,559.436819,328,1500,27245.84,4363794,4057632,30222,2859.037448,2658.448552,19.80062069
7708,karnataka,dharwad,2013,Kharif,bajra,8,9,1.125,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,3878.928,3606.784,26.864
7710,karnataka,dharwad,2013,Kharif,ragi,46,87,1.891304348,66.74179818,29.02358273,10.65804219,236.0004332,328,1500,,4363794,4057632,30222,2307.293379,2145.414621,15.97944828
7713,karnataka,dharwad,2014,Kharif,bajra,5,5,1,,,,,361,1250,,4363794,4057632,30222,4363.794,4057.632,30.222
7715,karnataka,dharwad,2014,Kharif,ragi,11,20,1.818181818,66.18845842,59.86633353,13.53845783,3024.318084,328,1550,,4363794,4057632,30222,2400.0867,2231.6976,16.6221
7719,karnataka,dharwad,2015,Kharif,ragi,27,45,1.666666667,67.13072699,53.57250746,2.697261472,2106.661998,328,1650,,4363794,4057632,30222,2618.2764,2434.5792,18.1332
7723,karnataka,dharwad,2016,Kharif,ragi,8,6,0.75,40.51348628,38.6390057,1.086854672,928.7614882,328,1725,46718.91,4363794,4057632,30222,5818.392,5410.176,40.296
7727,karnataka,dharwad,2017,Kharif,ragi,6,12,2,73.58898598,34.03490348,5.806573208,986.2202495,328,1900,48235.81,4363794,4057632,30222,2181.897,2028.816,15.111
7730,karnataka,dharwad,2018,Kharif,bajra,19,17,0.894736842,,,,,361,,,4363794,4057632,30222,4877.181529,4535.000471,33.77752941
7732,karnataka,dharwad,2018,Kharif,ragi,67,81,1.208955224,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,3609.558,3356.312889,24.99844444
7735,karnataka,dharwad,2019,Kharif,bajra,42,46,1.095238095,,,,,361,,,4363794,4057632,30222,3984.333652,3704.794435,27.594
7737,karnataka,dharwad,2019,Kharif,ragi,52,91,1.75,94.78828251,39.29060267,9.183738167,333.280574,328,,,4363794,4057632,30222,2493.596571,2318.646857,17.26971429
7740,karnataka,gadag,2009,Kharif,bajra,1804,913,0.506097561,16.99359383,20.25368063,4.695180061,480.7692308,361,840,,4363794,4057632,30222,8622.436337,8017.489735,59.71575904
7742,karnataka,gadag,2009,Kharif,ragi,11,12,1.090909091,54.64337994,53.89068551,15.78853346,1705.574184,328,840,,4363794,4057632,30222,4000.1445,3719.496,27.7035
7745,karnataka,gadag,2010,Kharif,bajra,2799,1781,0.636298678,14.12954516,22.19733486,3.65290121,0,361,880,,4363794,4057632,30222,6858.090627,6376.929797,47.49656261
7749,karnataka,gadag,2011,Kharif,bajra,2159,1240,0.574339972,33.86950096,28.37808192,7.835163187,426.1107121,361,980,,4363794,4057632,30222,7597.928424,7064.860877,52.62040161
7751,karnataka,gadag,2011,Kharif,ragi,11,12,1.090909091,51.99886672,36.73542064,4.550750931,1079.467334,328,1050,,4363794,4057632,30222,4000.1445,3719.496,27.7035
7754,karnataka,gadag,2012,Kharif,bajra,2964,2312,0.780026991,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,5594.414107,5201.912304,38.74481315
7756,karnataka,gadag,2012,Kharif,ragi,9,14,1.555555556,46.06660417,35.41625544,4.965803112,559.436819,328,1500,27245.84,4363794,4057632,30222,2805.296143,2608.477714,19.42842857
7759,karnataka,gadag,2013,Kharif,bajra,2771,2169,0.78274991,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,5574.953054,5183.816631,38.6100332
7761,karnataka,gadag,2013,Kharif,ragi,2,4,2,66.74179818,29.02358273,10.65804219,236.0004332,328,1500,,4363794,4057632,30222,2181.897,2028.816,15.111
7764,karnataka,gadag,2014,Kharif,bajra,2420,1421,0.587190083,,,,,361,1250,,4363794,4057632,30222,7431.654806,6910.252949,51.46885292
7766,karnataka,gadag,2014,Kharif,ragi,10,18,1.8,66.18845842,59.86633353,13.53845783,3024.318084,328,1550,,4363794,4057632,30222,2424.33,2254.24,16.79
7769,karnataka,gadag,2015,Kharif,bajra,1089,409,0.375573921,,,,,361,1275,,4363794,4057632,30222,11619.00163,10803.81723,80.46884597
7771,karnataka,gadag,2015,Kharif,ragi,1,2,2,67.13072699,53.57250746,2.697261472,2106.661998,328,1650,,4363794,4057632,30222,2181.897,2028.816,15.111
7774,karnataka,gadag,2016,Kharif,bajra,1279,864,0.675527756,,,,,361,1330,,4363794,4057632,30222,6459.829313,6006.610333,44.73835417
7776,karnataka,gadag,2016,Kharif,ragi,52,42,0.807692308,40.51348628,38.6390057,1.086854672,928.7614882,328,1725,46718.91,4363794,4057632,30222,5402.792571,5023.734857,37.41771429
7779,karnataka,gadag,2017,Kharif,bajra,2171,2881,1.327038231,,,,,361,1425,,4363794,4057632,30222,3288.370973,3057.660212,22.7740236
7783,karnataka,gadag,2018,Kharif,bajra,3617,1656,0.457837987,,,,,361,,,4363794,4057632,30222,9531.306098,8862.593565,66.01025
7785,karnataka,gadag,2018,Kharif,ragi,35,42,1.2,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,3636.495,3381.36,25.185
7788,karnataka,gadag,2019,Kharif,bajra,2827,1875,0.663247259,,,,,361,,,4363794,4057632,30222,6579.437674,6117.827021,45.5667168
7790,karnataka,gadag,2019,Kharif,ragi,53,93,1.754716981,94.78828251,39.29060267,9.183738167,333.280574,328,,,4363794,4057632,30222,2486.893355,2312.413935,17.22329032
7794,karnataka,hassan,2009,Kharif,ragi,60590,94000,1.551411124,62.11234212,42.71882792,18.9266026,2241.792878,328,840,,4363794,4057632,30222,2812.790196,2615.445988,19.48032957
7798,karnataka,hassan,2010,Kharif,ragi,57557,114919,1.996612054,47.49360981,56.93941073,2.502589332,1519.074745,328,880,,4363794,4057632,30222,2185.599346,2032.258591,15.13664106
7802,karnataka,hassan,2011,Kharif,ragi,58620,76377,1.302917093,30.71326963,47.46455153,9.13398013,2740.597931,328,1050,,4363794,4057632,30222,3349.249176,3114.267225,23.19564319
7805,karnataka,hassan,2012,Kharif,bajra,43,45,1.046511628,25.47128063,18.04854693,2.113957238,352.9777804,361,1175,12564.21,4363794,4057632,30222,4169.8476,3877.2928,28.8788
7807,karnataka,hassan,2012,Kharif,ragi,64850,66290,1.022205089,31.58861691,41.89283733,8.575641404,0,328,1500,27245.84,4363794,4057632,30222,4269.000466,3969.489142,29.56549555
7810,karnataka,hassan,2013,Kharif,bajra,43,51,1.186046512,44.11718074,15.22602073,8.616723997,0,361,1310,,4363794,4057632,30222,3679.277294,3421.140706,25.48129412
7812,karnataka,hassan,2013,Kharif,ragi,68540,126384,1.843945142,46.56485296,34.14865107,2.954288647,33.03957481,328,1500,,4363794,4057632,30222,2366.553051,2200.516658,16.38985853
7816,karnataka,hassan,2014,Kharif,ragi,63354,141859,2.239148278,66.18845842,59.86633353,13.53845783,3024.318084,328,1550,,4363794,4057632,30222,1948.863344,1812.13189,13.49709633
7820,karnataka,hassan,2015,Kharif,ragi,63735,102327,1.605507178,67.13072699,53.57250746,2.697261472,2106.661998,328,1650,,4363794,4057632,30222,2718.015876,2527.320996,18.82395819
7824,karnataka,hassan,2016,Kharif,ragi,61346,44875,0.731506537,40.51348628,38.6390057,1.086854672,928.7614882,328,1725,46718.91,4363794,4057632,30222,5965.488729,5546.952483,41.31473676
7828,karnataka,hassan,2017,Kharif,ragi,91604,238532,2.603947426,73.58898598,34.03490348,5.806573208,986.2202495,328,1900,48235.81,4363794,4057632,30222,1675.837982,1558.261876,11.60622511
7831,karnataka,hassan,2018,Kharif,bajra,96,87,0.90625,,,,,361,,,4363794,4057632,30222,4815.220966,4477.387034,33.34841379
7833,karnataka,hassan,2018,Kharif,ragi,63784,53748,0.842656466,74.00717158,43.61543285,4.462793758,318.8905206,328,,,4363794,4057632,30222,5178.615697,4815.286141,35.86514936
