,Target,Source,quantity,year
8772,Tripura,Goa,,2016
8773,Uttaranchal,Goa,,2016
8774,Uttar Pradesh,Goa,,2016
8775,West Bengal(excluding ports) ,Goa,,2016
8776,Other ports of West Bengal,Goa,,2016
8777,OUTWARD -->,Goa,0,2016
8778,Andhra(excluding ports),Gujarat(excluding ports),,2016
8779,Other ports of Andhra,Gujarat(excluding ports),,2016
8780,Assam,Gujarat(excluding ports),22160,2016
8781,Arunachal Pradesh,Gujarat(excluding ports),,2016
8782,Bihar,Gujarat(excluding ports),,2016
8783,Chattishgarh,Gujarat(excluding ports),,2016
8784,Chandigarh,Gujarat(excluding ports),,2016
8785,Delhi,Gujarat(excluding ports),,2016
8786,Goa,Gujarat(excluding ports),,2016
8787,Gujarat(excluding ports),Gujarat(excluding ports),,2016
8788,Other ports of Gujarat,Gujarat(excluding ports),,2016
8789,Haryana,Gujarat(excluding ports),,2016
8790,Himachal Pradesh,Gujarat(excluding ports),,2016
8791,Jammu and Kasmir,Gujarat(excluding ports),,2016
8792,Jharkhand,Gujarat(excluding ports),,2016
8793,Karnataka(excluding ports,Gujarat(excluding ports),,2016
8794,Other ports of Karnataka,Gujarat(excluding ports),,2016
8795,Kerala(excluding ports),Gujarat(excluding ports),,2016
8796,Other ports of Kerala,Gujarat(excluding ports),,2016
8797,Madhya Pradesh,Gujarat(excluding ports),,2016
8798,Maharashtra(excluding ports),Gujarat(excluding ports),,2016
8799,Other ports of Maharashtra,Gujarat(excluding ports),,2016
8800,Manipur,Gujarat(excluding ports),,2016
8801,Meghalaya,Gujarat(excluding ports),,2016
8802,Mizoram,Gujarat(excluding ports),,2016
8803,Nagaland,Gujarat(excluding ports),,2016
8804,Orissa,Gujarat(excluding ports),,2016
8805,Pondicheri and Karikal,Gujarat(excluding ports),,2016
8806,Punjab,Gujarat(excluding ports),,2016
8807,Rajasthan,Gujarat(excluding ports),,2016
8808,Tamil Nadu(excluding ports),Gujarat(excluding ports),,2016
8809,Other ports of Tamil Nadu,Gujarat(excluding ports),,2016
8810,Tripura,Gujarat(excluding ports),,2016
8811,Uttaranchal,Gujarat(excluding ports),,2016
8812,Uttar Pradesh,Gujarat(excluding ports),,2016
8813,West Bengal(excluding ports) ,Gujarat(excluding ports),,2016
8814,Other ports of West Bengal,Gujarat(excluding ports),,2016
8815,OUTWARD -->,Gujarat(excluding ports),22160,2016
8816,Andhra(excluding ports),Other ports of Gujarat,,2016
8817,Other ports of Andhra,Other ports of Gujarat,,2016
8818,Assam,Other ports of Gujarat,,2016
8819,Arunachal Pradesh,Other ports of Gujarat,,2016
8820,Bihar,Other ports of Gujarat,,2016
8821,Chattishgarh,Other ports of Gujarat,,2016
8822,Chandigarh,Other ports of Gujarat,,2016
8823,Delhi,Other ports of Gujarat,,2016
8824,Goa,Other ports of Gujarat,,2016
8825,Gujarat(excluding ports),Other ports of Gujarat,,2016
8826,Other ports of Gujarat,Other ports of Gujarat,,2016
8827,Haryana,Other ports of Gujarat,,2016
8828,Himachal Pradesh,Other ports of Gujarat,,2016
8829,Jammu and Kasmir,Other ports of Gujarat,,2016
8830,Jharkhand,Other ports of Gujarat,,2016
8831,Karnataka(excluding ports,Other ports of Gujarat,,2016
8832,Other ports of Karnataka,Other ports of Gujarat,,2016
8833,Kerala(excluding ports),Other ports of Gujarat,,2016
8834,Other ports of Kerala,Other ports of Gujarat,,2016
8835,Madhya Pradesh,Other ports of Gujarat,,2016
8836,Maharashtra(excluding ports),Other ports of Gujarat,,2016
8837,Other ports of Maharashtra,Other ports of Gujarat,,2016
8838,Manipur,Other ports of Gujarat,,2016
8839,Meghalaya,Other ports of Gujarat,,2016
8840,Mizoram,Other ports of Gujarat,,2016
8841,Nagaland,Other ports of Gujarat,,2016
8842,Orissa,Other ports of Gujarat,,2016
8843,Pondicheri and Karikal,Other ports of Gujarat,,2016
8844,Punjab,Other ports of Gujarat,,2016
8845,Rajasthan,Other ports of Gujarat,,2016
8846,Tamil Nadu(excluding ports),Other ports of Gujarat,,2016
8847,Other ports of Tamil Nadu,Other ports of Gujarat,,2016
8848,Tripura,Other ports of Gujarat,,2016
8849,Uttaranchal,Other ports of Gujarat,,2016
8850,Uttar Pradesh,Other ports of Gujarat,,2016
8851,West Bengal(excluding ports) ,Other ports of Gujarat,,2016
8852,Other ports of West Bengal,Other ports of Gujarat,,2016
8853,OUTWARD -->,Other ports of Gujarat,0,2016
8854,Andhra(excluding ports),Haryana,,2016
8855,Other ports of Andhra,Haryana,,2016
8856,Assam,Haryana,,2016
8857,Arunachal Pradesh,Haryana,,2016
8858,Bihar,Haryana,,2016
8859,Chattishgarh,Haryana,,2016
8860,Chandigarh,Haryana,,2016
8861,Delhi,Haryana,,2016
8862,Goa,Haryana,,2016
8863,Gujarat(excluding ports),Haryana,,2016
8864,Other ports of Gujarat,Haryana,,2016
8865,Haryana,Haryana,,2016
8866,Himachal Pradesh,Haryana,,2016
8867,Jammu and Kasmir,Haryana,,2016
8868,Jharkhand,Haryana,,2016
8869,Karnataka(excluding ports,Haryana,,2016
8870,Other ports of Karnataka,Haryana,,2016
8871,Kerala(excluding ports),Haryana,,2016
8872,Other ports of Kerala,Haryana,,2016
8873,Madhya Pradesh,Haryana,,2016
8874,Maharashtra(excluding ports),Haryana,,2016
8875,Other ports of Maharashtra,Haryana,,2016
8876,Manipur,Haryana,,2016
8877,Meghalaya,Haryana,,2016
8878,Mizoram,Haryana,,2016
8879,Nagaland,Haryana,,2016
8880,Orissa,Haryana,,2016
8881,Pondicheri and Karikal,Haryana,,2016
8882,Punjab,Haryana,26580,2016
8883,Rajasthan,Haryana,,2016
8884,Tamil Nadu(excluding ports),Haryana,,2016
8885,Other ports of Tamil Nadu,Haryana,,2016
8886,Tripura,Haryana,,2016
8887,Uttaranchal,Haryana,,2016
8888,Uttar Pradesh,Haryana,,2016
8889,West Bengal(excluding ports) ,Haryana,,2016
8890,Other ports of West Bengal,Haryana,,2016
8891,OUTWARD -->,Haryana,26580,2016
8892,Andhra(excluding ports),Himachal Pradesh,,2016
8893,Other ports of Andhra,Himachal Pradesh,,2016
8894,Assam,Himachal Pradesh,,2016
8895,Arunachal Pradesh,Himachal Pradesh,,2016
8896,Bihar,Himachal Pradesh,,2016
8897,Chattishgarh,Himachal Pradesh,,2016
8898,Chandigarh,Himachal Pradesh,,2016
8899,Delhi,Himachal Pradesh,,2016
8900,Goa,Himachal Pradesh,,2016
8901,Gujarat(excluding ports),Himachal Pradesh,,2016
8902,Other ports of Gujarat,Himachal Pradesh,,2016
8903,Haryana,Himachal Pradesh,,2016
8904,Himachal Pradesh,Himachal Pradesh,,2016
8905,Jammu and Kasmir,Himachal Pradesh,,2016
8906,Jharkhand,Himachal Pradesh,,2016
8907,Karnataka(excluding ports,Himachal Pradesh,,2016
8908,Other ports of Karnataka,Himachal Pradesh,,2016
8909,Kerala(excluding ports),Himachal Pradesh,,2016
8910,Other ports of Kerala,Himachal Pradesh,,2016
8911,Madhya Pradesh,Himachal Pradesh,,2016
8912,Maharashtra(excluding ports),Himachal Pradesh,,2016
8913,Other ports of Maharashtra,Himachal Pradesh,,2016
8914,Manipur,Himachal Pradesh,,2016
8915,Meghalaya,Himachal Pradesh,,2016
8916,Mizoram,Himachal Pradesh,,2016
8917,Nagaland,Himachal Pradesh,,2016
8918,Orissa,Himachal Pradesh,,2016
8919,Pondicheri and Karikal,Himachal Pradesh,,2016
8920,Punjab,Himachal Pradesh,,2016
8921,Rajasthan,Himachal Pradesh,,2016
8922,Tamil Nadu(excluding ports),Himachal Pradesh,,2016
8923,Other ports of Tamil Nadu,Himachal Pradesh,,2016
8924,Tripura,Himachal Pradesh,,2016
8925,Uttaranchal,Himachal Pradesh,,2016
8926,Uttar Pradesh,Himachal Pradesh,,2016
8927,West Bengal(excluding ports) ,Himachal Pradesh,,2016
8928,Other ports of West Bengal,Himachal Pradesh,,2016
8929,OUTWARD -->,Himachal Pradesh,0,2016
8930,Andhra(excluding ports),Jammu,,2016
8931,Other ports of Andhra,Jammu,,2016
8932,Assam,Jammu,,2016
8933,Arunachal Pradesh,Jammu,,2016
8934,Bihar,Jammu,,2016
8935,Chattishgarh,Jammu,,2016
8936,Chandigarh,Jammu,,2016
8937,Delhi,Jammu,,2016
8938,Goa,Jammu,,2016
8939,Gujarat(excluding ports),Jammu,,2016
8940,Other ports of Gujarat,Jammu,,2016
8941,Haryana,Jammu,,2016
8942,Himachal Pradesh,Jammu,,2016
8943,Jammu and Kasmir,Jammu,,2016
8944,Jharkhand,Jammu,,2016
8945,Karnataka(excluding ports,Jammu,,2016
8946,Other ports of Karnataka,Jammu,,2016
8947,Kerala(excluding ports),Jammu,,2016
8948,Other ports of Kerala,Jammu,,2016
8949,Madhya Pradesh,Jammu,,2016
8950,Maharashtra(excluding ports),Jammu,,2016
8951,Other ports of Maharashtra,Jammu,,2016
8952,Manipur,Jammu,,2016
8953,Meghalaya,Jammu,,2016
8954,Mizoram,Jammu,,2016
8955,Nagaland,Jammu,,2016
8956,Orissa,Jammu,,2016
8957,Pondicheri and Karikal,Jammu,,2016
8958,Punjab,Jammu,,2016
8959,Rajasthan,Jammu,,2016
8960,Tamil Nadu(excluding ports),Jammu,,2016
8961,Other ports of Tamil Nadu,Jammu,,2016
8962,Tripura,Jammu,,2016
8963,Uttaranchal,Jammu,,2016
8964,Uttar Pradesh,Jammu,,2016
8965,West Bengal(excluding ports) ,Jammu,,2016
8966,Other ports of West Bengal,Jammu,,2016
8967,OUTWARD -->,Jammu,0,2016
8968,Andhra(excluding ports),Jharkhand,,2016
8969,Other ports of Andhra,Jharkhand,,2016
8970,Assam,Jharkhand,,2016
8971,Arunachal Pradesh,Jharkhand,,2016
8972,Bihar,Jharkhand,,2016
8973,Chattishgarh,Jharkhand,,2016
8974,Chandigarh,Jharkhand,,2016
8975,Delhi,Jharkhand,,2016
8976,Goa,Jharkhand,,2016
8977,Gujarat(excluding ports),Jharkhand,,2016
8978,Other ports of Gujarat,Jharkhand,,2016
8979,Haryana,Jharkhand,,2016
8980,Himachal Pradesh,Jharkhand,,2016
8981,Jammu and Kasmir,Jharkhand,,2016
8982,Jharkhand,Jharkhand,,2016
8983,Karnataka(excluding ports,Jharkhand,,2016
8984,Other ports of Karnataka,Jharkhand,,2016
8985,Kerala(excluding ports),Jharkhand,,2016
8986,Other ports of Kerala,Jharkhand,,2016
8987,Madhya Pradesh,Jharkhand,,2016
8988,Maharashtra(excluding ports),Jharkhand,,2016
8989,Other ports of Maharashtra,Jharkhand,,2016
8990,Manipur,Jharkhand,,2016
8991,Meghalaya,Jharkhand,,2016
8992,Mizoram,Jharkhand,,2016
8993,Nagaland,Jharkhand,,2016
8994,Orissa,Jharkhand,,2016
8995,Pondicheri and Karikal,Jharkhand,,2016
8996,Punjab,Jharkhand,,2016
8997,Rajasthan,Jharkhand,,2016
8998,Tamil Nadu(excluding ports),Jharkhand,,2016
8999,Other ports of Tamil Nadu,Jharkhand,,2016
9000,Tripura,Jharkhand,,2016
9001,Uttaranchal,Jharkhand,,2016
9002,Uttar Pradesh,Jharkhand,,2016
9003,West Bengal(excluding ports) ,Jharkhand,,2016
9004,Other ports of West Bengal,Jharkhand,,2016
9005,OUTWARD -->,Jharkhand,0,2016
9006,Andhra(excluding ports),Karnataka(excluding ports,185610,2016
9007,Other ports of Andhra,Karnataka(excluding ports,105350,2016
9008,Assam,Karnataka(excluding ports,59120,2016
9009,Arunachal Pradesh,Karnataka(excluding ports,,2016
9010,Bihar,Karnataka(excluding ports,25900,2016
9011,Chattishgarh,Karnataka(excluding ports,,2016
9012,Chandigarh,Karnataka(excluding ports,,2016
9013,Delhi,Karnataka(excluding ports,,2016
9014,Goa,Karnataka(excluding ports,,2016
9015,Gujarat(excluding ports),Karnataka(excluding ports,,2016
9016,Other ports of Gujarat,Karnataka(excluding ports,,2016
9017,Haryana,Karnataka(excluding ports,52230,2016
9018,Himachal Pradesh,Karnataka(excluding ports,,2016
9019,Jammu and Kasmir,Karnataka(excluding ports,,2016
9020,Jharkhand,Karnataka(excluding ports,,2016
9021,Karnataka(excluding ports,Karnataka(excluding ports,,2016
9022,Other ports of Karnataka,Karnataka(excluding ports,26550,2016
9023,Kerala(excluding ports),Karnataka(excluding ports,,2016
9024,Other ports of Kerala,Karnataka(excluding ports,52860,2016
9025,Madhya Pradesh,Karnataka(excluding ports,,2016
9026,Maharashtra(excluding ports),Karnataka(excluding ports,103290,2016
9027,Other ports of Maharashtra,Karnataka(excluding ports,,2016
9028,Manipur,Karnataka(excluding ports,,2016
9029,Meghalaya,Karnataka(excluding ports,,2016
9030,Mizoram,Karnataka(excluding ports,,2016
9031,Nagaland,Karnataka(excluding ports,,2016
9032,Orissa,Karnataka(excluding ports,,2016
9033,Pondicheri and Karikal,Karnataka(excluding ports,,2016
9034,Punjab,Karnataka(excluding ports,25800,2016
9035,Rajasthan,Karnataka(excluding ports,25770,2016
9036,Tamil Nadu(excluding ports),Karnataka(excluding ports,449210,2016
9037,Other ports of Tamil Nadu,Karnataka(excluding ports,26430,2016
9038,Tripura,Karnataka(excluding ports,,2016
9039,Uttaranchal,Karnataka(excluding ports,76510,2016
9040,Uttar Pradesh,Karnataka(excluding ports,,2016
9041,West Bengal(excluding ports) ,Karnataka(excluding ports,159330,2016
9042,Other ports of West Bengal,Karnataka(excluding ports,,2016
9043,OUTWARD -->,Karnataka(excluding ports,1373960,2016
9044,Andhra(excluding ports),Other ports of Karnataka,,2016
9045,Other ports of Andhra,Other ports of Karnataka,,2016
9046,Assam,Other ports of Karnataka,,2016
9047,Arunachal Pradesh,Other ports of Karnataka,,2016
9048,Bihar,Other ports of Karnataka,,2016
9049,Chattishgarh,Other ports of Karnataka,,2016
9050,Chandigarh,Other ports of Karnataka,,2016
9051,Delhi,Other ports of Karnataka,,2016
9052,Goa,Other ports of Karnataka,,2016
9053,Gujarat(excluding ports),Other ports of Karnataka,,2016
9054,Other ports of Gujarat,Other ports of Karnataka,,2016
9055,Haryana,Other ports of Karnataka,,2016
9056,Himachal Pradesh,Other ports of Karnataka,,2016
9057,Jammu and Kasmir,Other ports of Karnataka,,2016
9058,Jharkhand,Other ports of Karnataka,,2016
9059,Karnataka(excluding ports,Other ports of Karnataka,,2016
9060,Other ports of Karnataka,Other ports of Karnataka,,2016
9061,Kerala(excluding ports),Other ports of Karnataka,,2016
9062,Other ports of Kerala,Other ports of Karnataka,,2016
9063,Madhya Pradesh,Other ports of Karnataka,,2016
9064,Maharashtra(excluding ports),Other ports of Karnataka,,2016
9065,Other ports of Maharashtra,Other ports of Karnataka,,2016
9066,Manipur,Other ports of Karnataka,,2016
9067,Meghalaya,Other ports of Karnataka,,2016
9068,Mizoram,Other ports of Karnataka,,2016
9069,Nagaland,Other ports of Karnataka,,2016
9070,Orissa,Other ports of Karnataka,,2016
9071,Pondicheri and Karikal,Other ports of Karnataka,,2016
9072,Punjab,Other ports of Karnataka,,2016
9073,Rajasthan,Other ports of Karnataka,,2016
9074,Tamil Nadu(excluding ports),Other ports of Karnataka,,2016
9075,Other ports of Tamil Nadu,Other ports of Karnataka,,2016
9076,Tripura,Other ports of Karnataka,,2016
9077,Uttaranchal,Other ports of Karnataka,,2016
9078,Uttar Pradesh,Other ports of Karnataka,,2016
9079,West Bengal(excluding ports) ,Other ports of Karnataka,,2016
9080,Other ports of West Bengal,Other ports of Karnataka,,2016
9081,OUTWARD -->,Other ports of Karnataka,0,2016
9082,Andhra(excluding ports),Kerala(excluding ports),,2016
9083,Other ports of Andhra,Kerala(excluding ports),,2016
9084,Assam,Kerala(excluding ports),,2016
9085,Arunachal Pradesh,Kerala(excluding ports),,2016
9086,Bihar,Kerala(excluding ports),,2016
9087,Chattishgarh,Kerala(excluding ports),,2016
9088,Chandigarh,Kerala(excluding ports),,2016
9089,Delhi,Kerala(excluding ports),,2016
9090,Goa,Kerala(excluding ports),,2016
9091,Gujarat(excluding ports),Kerala(excluding ports),,2016
9092,Other ports of Gujarat,Kerala(excluding ports),,2016
9093,Haryana,Kerala(excluding ports),,2016
9094,Himachal Pradesh,Kerala(excluding ports),,2016
9095,Jammu and Kasmir,Kerala(excluding ports),,2016
9096,Jharkhand,Kerala(excluding ports),,2016
9097,Karnataka(excluding ports,Kerala(excluding ports),,2016
9098,Other ports of Karnataka,Kerala(excluding ports),,2016
9099,Kerala(excluding ports),Kerala(excluding ports),,2016
9100,Other ports of Kerala,Kerala(excluding ports),,2016
9101,Madhya Pradesh,Kerala(excluding ports),,2016
9102,Maharashtra(excluding ports),Kerala(excluding ports),,2016
9103,Other ports of Maharashtra,Kerala(excluding ports),,2016
9104,Manipur,Kerala(excluding ports),,2016
9105,Meghalaya,Kerala(excluding ports),,2016
9106,Mizoram,Kerala(excluding ports),,2016
9107,Nagaland,Kerala(excluding ports),,2016
9108,Orissa,Kerala(excluding ports),,2016
9109,Pondicheri and Karikal,Kerala(excluding ports),,2016
9110,Punjab,Kerala(excluding ports),,2016
9111,Rajasthan,Kerala(excluding ports),,2016
9112,Tamil Nadu(excluding ports),Kerala(excluding ports),,2016
9113,Other ports of Tamil Nadu,Kerala(excluding ports),,2016
9114,Tripura,Kerala(excluding ports),,2016
9115,Uttaranchal,Kerala(excluding ports),,2016
9116,Uttar Pradesh,Kerala(excluding ports),,2016
9117,West Bengal(excluding ports) ,Kerala(excluding ports),,2016
9118,Other ports of West Bengal,Kerala(excluding ports),,2016
9119,OUTWARD -->,Kerala(excluding ports),0,2016
9120,Andhra(excluding ports),Other ports of Kerala,,2016
9121,Other ports of Andhra,Other ports of Kerala,,2016
9122,Assam,Other ports of Kerala,,2016
9123,Arunachal Pradesh,Other ports of Kerala,,2016
9124,Bihar,Other ports of Kerala,,2016
9125,Chattishgarh,Other ports of Kerala,,2016
9126,Chandigarh,Other ports of Kerala,,2016
9127,Delhi,Other ports of Kerala,,2016
9128,Goa,Other ports of Kerala,,2016
9129,Gujarat(excluding ports),Other ports of Kerala,,2016
9130,Other ports of Gujarat,Other ports of Kerala,,2016
9131,Haryana,Other ports of Kerala,,2016
9132,Himachal Pradesh,Other ports of Kerala,,2016
9133,Jammu and Kasmir,Other ports of Kerala,,2016
9134,Jharkhand,Other ports of Kerala,,2016
9135,Karnataka(excluding ports,Other ports of Kerala,,2016
9136,Other ports of Karnataka,Other ports of Kerala,,2016
9137,Kerala(excluding ports),Other ports of Kerala,,2016
9138,Other ports of Kerala,Other ports of Kerala,,2016
9139,Madhya Pradesh,Other ports of Kerala,,2016
9140,Maharashtra(excluding ports),Other ports of Kerala,,2016
9141,Other ports of Maharashtra,Other ports of Kerala,,2016
9142,Manipur,Other ports of Kerala,,2016
9143,Meghalaya,Other ports of Kerala,,2016
9144,Mizoram,Other ports of Kerala,,2016
9145,Nagaland,Other ports of Kerala,,2016
9146,Orissa,Other ports of Kerala,,2016
9147,Pondicheri and Karikal,Other ports of Kerala,,2016
9148,Punjab,Other ports of Kerala,,2016
9149,Rajasthan,Other ports of Kerala,,2016
9150,Tamil Nadu(excluding ports),Other ports of Kerala,,2016
9151,Other ports of Tamil Nadu,Other ports of Kerala,,2016
9152,Tripura,Other ports of Kerala,,2016
9153,Uttaranchal,Other ports of Kerala,,2016
9154,Uttar Pradesh,Other ports of Kerala,,2016
9155,West Bengal(excluding ports) ,Other ports of Kerala,,2016
9156,Other ports of West Bengal,Other ports of Kerala,,2016
9157,OUTWARD -->,Other ports of Kerala,0,2016
9158,Andhra(excluding ports),Madhya Pradesh,33640,2016
9159,Other ports of Andhra,Madhya Pradesh,,2016
9160,Assam,Madhya Pradesh,,2016
9161,Arunachal Pradesh,Madhya Pradesh,,2016
9162,Bihar,Madhya Pradesh,240790,2016
9163,Chattishgarh,Madhya Pradesh,,2016
9164,Chandigarh,Madhya Pradesh,,2016
9165,Delhi,Madhya Pradesh,,2016
9166,Goa,Madhya Pradesh,,2016
9167,Gujarat(excluding ports),Madhya Pradesh,106140,2016
9168,Other ports of Gujarat,Madhya Pradesh,,2016
9169,Haryana,Madhya Pradesh,440370,2016
9170,Himachal Pradesh,Madhya Pradesh,,2016
9171,Jammu and Kasmir,Madhya Pradesh,,2016
9172,Jharkhand,Madhya Pradesh,,2016
9173,Karnataka(excluding ports,Madhya Pradesh,,2016
9174,Other ports of Karnataka,Madhya Pradesh,,2016
9175,Kerala(excluding ports),Madhya Pradesh,,2016
9176,Other ports of Kerala,Madhya Pradesh,,2016
9177,Madhya Pradesh,Madhya Pradesh,,2016
9178,Maharashtra(excluding ports),Madhya Pradesh,,2016
9179,Other ports of Maharashtra,Madhya Pradesh,,2016
9180,Manipur,Madhya Pradesh,,2016
9181,Meghalaya,Madhya Pradesh,,2016
9182,Mizoram,Madhya Pradesh,,2016
9183,Nagaland,Madhya Pradesh,,2016
9184,Orissa,Madhya Pradesh,,2016
9185,Pondicheri and Karikal,Madhya Pradesh,,2016
9186,Punjab,Madhya Pradesh,344350,2016
9187,Rajasthan,Madhya Pradesh,,2016
9188,Tamil Nadu(excluding ports),Madhya Pradesh,,2016
9189,Other ports of Tamil Nadu,Madhya Pradesh,,2016
9190,Tripura,Madhya Pradesh,,2016
9191,Uttaranchal,Madhya Pradesh,690582,2016
9192,Uttar Pradesh,Madhya Pradesh,,2016
9193,West Bengal(excluding ports) ,Madhya Pradesh,105770,2016
9194,Other ports of West Bengal,Madhya Pradesh,,2016
9195,OUTWARD -->,Madhya Pradesh,1961642,2016
9196,Andhra(excluding ports),Maharashtra(excluding ports),,2016
9197,Other ports of Andhra,Maharashtra(excluding ports),,2016
9198,Assam,Maharashtra(excluding ports),,2016
9199,Arunachal Pradesh,Maharashtra(excluding ports),,2016
9200,Bihar,Maharashtra(excluding ports),,2016
9201,Chattishgarh,Maharashtra(excluding ports),,2016
9202,Chandigarh,Maharashtra(excluding ports),,2016
9203,Delhi,Maharashtra(excluding ports),,2016
9204,Goa,Maharashtra(excluding ports),,2016
9205,Gujarat(excluding ports),Maharashtra(excluding ports),,2016
9206,Other ports of Gujarat,Maharashtra(excluding ports),,2016
9207,Haryana,Maharashtra(excluding ports),,2016
9208,Himachal Pradesh,Maharashtra(excluding ports),,2016
9209,Jammu and Kasmir,Maharashtra(excluding ports),,2016
9210,Jharkhand,Maharashtra(excluding ports),,2016
9211,Karnataka(excluding ports,Maharashtra(excluding ports),,2016
9212,Other ports of Karnataka,Maharashtra(excluding ports),,2016
9213,Kerala(excluding ports),Maharashtra(excluding ports),,2016
9214,Other ports of Kerala,Maharashtra(excluding ports),,2016
9215,Madhya Pradesh,Maharashtra(excluding ports),,2016
9216,Maharashtra(excluding ports),Maharashtra(excluding ports),,2016
9217,Other ports of Maharashtra,Maharashtra(excluding ports),,2016
9218,Manipur,Maharashtra(excluding ports),,2016
9219,Meghalaya,Maharashtra(excluding ports),,2016
9220,Mizoram,Maharashtra(excluding ports),,2016
9221,Nagaland,Maharashtra(excluding ports),,2016
9222,Orissa,Maharashtra(excluding ports),,2016
9223,Pondicheri and Karikal,Maharashtra(excluding ports),,2016
9224,Punjab,Maharashtra(excluding ports),52820,2016
9225,Rajasthan,Maharashtra(excluding ports),,2016
9226,Tamil Nadu(excluding ports),Maharashtra(excluding ports),,2016
9227,Other ports of Tamil Nadu,Maharashtra(excluding ports),,2016
9228,Tripura,Maharashtra(excluding ports),,2016
9229,Uttaranchal,Maharashtra(excluding ports),78980,2016
9230,Uttar Pradesh,Maharashtra(excluding ports),,2016
9231,West Bengal(excluding ports) ,Maharashtra(excluding ports),,2016
9232,Other ports of West Bengal,Maharashtra(excluding ports),,2016
9233,OUTWARD -->,Maharashtra(excluding ports),131800,2016
9234,Andhra(excluding ports),Other ports of Maharashtra,,2016
9235,Other ports of Andhra,Other ports of Maharashtra,,2016
9236,Assam,Other ports of Maharashtra,,2016
9237,Arunachal Pradesh,Other ports of Maharashtra,,2016
9238,Bihar,Other ports of Maharashtra,,2016
9239,Chattishgarh,Other ports of Maharashtra,,2016
9240,Chandigarh,Other ports of Maharashtra,,2016
9241,Delhi,Other ports of Maharashtra,,2016
9242,Goa,Other ports of Maharashtra,,2016
9243,Gujarat(excluding ports),Other ports of Maharashtra,,2016
9244,Other ports of Gujarat,Other ports of Maharashtra,,2016
9245,Haryana,Other ports of Maharashtra,,2016
9246,Himachal Pradesh,Other ports of Maharashtra,,2016
9247,Jammu and Kasmir,Other ports of Maharashtra,,2016
9248,Jharkhand,Other ports of Maharashtra,,2016
9249,Karnataka(excluding ports,Other ports of Maharashtra,,2016
9250,Other ports of Karnataka,Other ports of Maharashtra,,2016
9251,Kerala(excluding ports),Other ports of Maharashtra,,2016
9252,Other ports of Kerala,Other ports of Maharashtra,,2016
9253,Madhya Pradesh,Other ports of Maharashtra,,2016
9254,Maharashtra(excluding ports),Other ports of Maharashtra,,2016
9255,Other ports of Maharashtra,Other ports of Maharashtra,,2016
9256,Manipur,Other ports of Maharashtra,,2016
9257,Meghalaya,Other ports of Maharashtra,,2016
9258,Mizoram,Other ports of Maharashtra,,2016
9259,Nagaland,Other ports of Maharashtra,,2016
9260,Orissa,Other ports of Maharashtra,,2016
9261,Pondicheri and Karikal,Other ports of Maharashtra,,2016
9262,Punjab,Other ports of Maharashtra,,2016
9263,Rajasthan,Other ports of Maharashtra,,2016
9264,Tamil Nadu(excluding ports),Other ports of Maharashtra,,2016
9265,Other ports of Tamil Nadu,Other ports of Maharashtra,,2016
9266,Tripura,Other ports of Maharashtra,,2016
9267,Uttaranchal,Other ports of Maharashtra,,2016
9268,Uttar Pradesh,Other ports of Maharashtra,,2016
9269,West Bengal(excluding ports) ,Other ports of Maharashtra,,2016
9270,Other ports of West Bengal,Other ports of Maharashtra,,2016
9271,OUTWARD -->,Other ports of Maharashtra,0,2016
9272,Andhra(excluding ports),Manipur,,2016
9273,Other ports of Andhra,Manipur,,2016
9274,Assam,Manipur,,2016
9275,Arunachal Pradesh,Manipur,,2016
9276,Bihar,Manipur,,2016
9277,Chattishgarh,Manipur,,2016
9278,Chandigarh,Manipur,,2016
9279,Delhi,Manipur,,2016
9280,Goa,Manipur,,2016
9281,Gujarat(excluding ports),Manipur,,2016
9282,Other ports of Gujarat,Manipur,,2016
9283,Haryana,Manipur,,2016
9284,Himachal Pradesh,Manipur,,2016
9285,Jammu and Kasmir,Manipur,,2016
9286,Jharkhand,Manipur,,2016
9287,Karnataka(excluding ports,Manipur,,2016
9288,Other ports of Karnataka,Manipur,,2016
9289,Kerala(excluding ports),Manipur,,2016
9290,Other ports of Kerala,Manipur,,2016
9291,Madhya Pradesh,Manipur,,2016
9292,Maharashtra(excluding ports),Manipur,,2016
9293,Other ports of Maharashtra,Manipur,,2016
9294,Manipur,Manipur,,2016
9295,Meghalaya,Manipur,,2016
9296,Mizoram,Manipur,,2016
9297,Nagaland,Manipur,,2016
9298,Orissa,Manipur,,2016
9299,Pondicheri and Karikal,Manipur,,2016
9300,Punjab,Manipur,,2016
9301,Rajasthan,Manipur,,2016
9302,Tamil Nadu(excluding ports),Manipur,,2016
9303,Other ports of Tamil Nadu,Manipur,,2016
9304,Tripura,Manipur,,2016
9305,Uttaranchal,Manipur,,2016
9306,Uttar Pradesh,Manipur,,2016
9307,West Bengal(excluding ports) ,Manipur,,2016
9308,Other ports of West Bengal,Manipur,,2016
9309,OUTWARD -->,Manipur,0,2016
9310,Andhra(excluding ports),Meghalaya,,2016
9311,Other ports of Andhra,Meghalaya,,2016
9312,Assam,Meghalaya,,2016
9313,Arunachal Pradesh,Meghalaya,,2016
9314,Bihar,Meghalaya,,2016
9315,Chattishgarh,Meghalaya,,2016
9316,Chandigarh,Meghalaya,,2016
9317,Delhi,Meghalaya,,2016
9318,Goa,Meghalaya,,2016
9319,Gujarat(excluding ports),Meghalaya,,2016
