,Target,Source,quantity,year
3317,Haryana,Jammu,,2012
3318,Himachal Pradesh,Jammu,,2012
3319,Jammu and Kasmir,Jammu,,2012
3320,Jharkhand,Jammu,,2012
3321,Karnataka(excluding ports,Jammu,,2012
3322,Other ports of Karnataka,Jammu,,2012
3323,Kerala(excluding ports),Jammu,,2012
3324,Other ports of Kerala,Jammu,,2012
3325,Madhya Pradesh,Jammu,,2012
3326,Maharashtra(excluding ports),Jammu,,2012
3327,Other ports of Maharashtra,Jammu,,2012
3328,Manipur,Jammu,,2012
3329,Meghalaya,Jammu,,2012
3330,Mizoram,Jammu,,2012
3331,Nagaland,Jammu,,2012
3332,Orissa,Jammu,,2012
3333,Pondicheri and Karikal,Jammu,,2012
3334,Punjab,Jammu,,2012
3335,Rajasthan,Jammu,,2012
3336,Tamil Nadu(excluding ports),Jammu,,2012
3337,Other ports of Tamil Nadu,Jammu,,2012
3338,Tripura,Jammu,,2012
3339,Uttaranchal,Jammu,,2012
3340,Uttar Pradesh,Jammu,,2012
3341,West Bengal(excluding ports) ,Jammu,,2012
3342,Other ports of West Bengal,Jammu,,2012
3343,T  O  T  A  L,Jammu,0,2012
3344,Andhra(excluding ports),Jharkhand,,2012
3345,Other ports of Andhra,Jharkhand,,2012
3346,Assam,Jharkhand,,2012
3347,Arunachal Pradesh,Jharkhand,,2012
3348,Bihar,Jharkhand,,2012
3349,Chattishgarh,Jharkhand,,2012
3350,Chandigarh,Jharkhand,,2012
3351,Delhi,Jharkhand,,2012
3352,Goa,Jharkhand,,2012
3353,Gujarat(excluding ports),Jharkhand,,2012
3354,Other ports of Gujarat,Jharkhand,,2012
3355,Haryana,Jharkhand,,2012
3356,Himachal Pradesh,Jharkhand,,2012
3357,Jammu and Kasmir,Jharkhand,,2012
3358,Jharkhand,Jharkhand,,2012
3359,Karnataka(excluding ports,Jharkhand,,2012
3360,Other ports of Karnataka,Jharkhand,,2012
3361,Kerala(excluding ports),Jharkhand,,2012
3362,Other ports of Kerala,Jharkhand,,2012
3363,Madhya Pradesh,Jharkhand,,2012
3364,Maharashtra(excluding ports),Jharkhand,,2012
3365,Other ports of Maharashtra,Jharkhand,,2012
3366,Manipur,Jharkhand,,2012
3367,Meghalaya,Jharkhand,,2012
3368,Mizoram,Jharkhand,,2012
3369,Nagaland,Jharkhand,,2012
3370,Orissa,Jharkhand,,2012
3371,Pondicheri and Karikal,Jharkhand,,2012
3372,Punjab,Jharkhand,,2012
3373,Rajasthan,Jharkhand,,2012
3374,Tamil Nadu(excluding ports),Jharkhand,,2012
3375,Other ports of Tamil Nadu,Jharkhand,,2012
3376,Tripura,Jharkhand,,2012
3377,Uttaranchal,Jharkhand,,2012
3378,Uttar Pradesh,Jharkhand,,2012
3379,West Bengal(excluding ports) ,Jharkhand,,2012
3380,Other ports of West Bengal,Jharkhand,,2012
3381,T  O  T  A  L,Jharkhand,0,2012
3382,Andhra(excluding ports),Karnataka(excluding ports,2447280,2012
3383,Other ports of Andhra,Karnataka(excluding ports,,2012
3384,Assam,Karnataka(excluding ports,,2012
3385,Arunachal Pradesh,Karnataka(excluding ports,,2012
3386,Bihar,Karnataka(excluding ports,,2012
3387,Chattishgarh,Karnataka(excluding ports,,2012
3388,Chandigarh,Karnataka(excluding ports,,2012
3389,Delhi,Karnataka(excluding ports,9480,2012
3390,Goa,Karnataka(excluding ports,,2012
3391,Gujarat(excluding ports),Karnataka(excluding ports,419020,2012
3392,Other ports of Gujarat,Karnataka(excluding ports,,2012
3393,Haryana,Karnataka(excluding ports,25740,2012
3394,Himachal Pradesh,Karnataka(excluding ports,,2012
3395,Jammu and Kasmir,Karnataka(excluding ports,,2012
3396,Jharkhand,Karnataka(excluding ports,,2012
3397,Karnataka(excluding ports,Karnataka(excluding ports,,2012
3398,Other ports of Karnataka,Karnataka(excluding ports,,2012
3399,Kerala(excluding ports),Karnataka(excluding ports,106440,2012
3400,Other ports of Kerala,Karnataka(excluding ports,,2012
3401,Madhya Pradesh,Karnataka(excluding ports,25710,2012
3402,Maharashtra(excluding ports),Karnataka(excluding ports,779340,2012
3403,Other ports of Maharashtra,Karnataka(excluding ports,,2012
3404,Manipur,Karnataka(excluding ports,,2012
3405,Meghalaya,Karnataka(excluding ports,,2012
3406,Mizoram,Karnataka(excluding ports,,2012
3407,Nagaland,Karnataka(excluding ports,,2012
3408,Orissa,Karnataka(excluding ports,,2012
3409,Pondicheri and Karikal,Karnataka(excluding ports,,2012
3410,Punjab,Karnataka(excluding ports,153220,2012
3411,Rajasthan,Karnataka(excluding ports,,2012
3412,Tamil Nadu(excluding ports),Karnataka(excluding ports,4733700,2012
3413,Other ports of Tamil Nadu,Karnataka(excluding ports,,2012
3414,Tripura,Karnataka(excluding ports,,2012
3415,Uttaranchal,Karnataka(excluding ports,,2012
3416,Uttar Pradesh,Karnataka(excluding ports,25860,2012
3417,West Bengal(excluding ports) ,Karnataka(excluding ports,370670,2012
3418,Other ports of West Bengal,Karnataka(excluding ports,,2012
3419,T  O  T  A  L,Karnataka(excluding ports,9096460,2012
3420,Andhra(excluding ports),Other ports of Karnataka,,2012
3421,Other ports of Andhra,Other ports of Karnataka,,2012
3422,Assam,Other ports of Karnataka,,2012
3423,Arunachal Pradesh,Other ports of Karnataka,,2012
3424,Bihar,Other ports of Karnataka,,2012
3425,Chattishgarh,Other ports of Karnataka,,2012
3426,Chandigarh,Other ports of Karnataka,,2012
3427,Delhi,Other ports of Karnataka,,2012
3428,Goa,Other ports of Karnataka,,2012
3429,Gujarat(excluding ports),Other ports of Karnataka,,2012
3430,Other ports of Gujarat,Other ports of Karnataka,,2012
3431,Haryana,Other ports of Karnataka,,2012
3432,Himachal Pradesh,Other ports of Karnataka,,2012
3433,Jammu and Kasmir,Other ports of Karnataka,,2012
3434,Jharkhand,Other ports of Karnataka,,2012
3435,Karnataka(excluding ports,Other ports of Karnataka,,2012
3436,Other ports of Karnataka,Other ports of Karnataka,,2012
3437,Kerala(excluding ports),Other ports of Karnataka,,2012
3438,Other ports of Kerala,Other ports of Karnataka,,2012
3439,Madhya Pradesh,Other ports of Karnataka,,2012
3440,Maharashtra(excluding ports),Other ports of Karnataka,,2012
3441,Other ports of Maharashtra,Other ports of Karnataka,,2012
3442,Manipur,Other ports of Karnataka,,2012
3443,Meghalaya,Other ports of Karnataka,,2012
3444,Mizoram,Other ports of Karnataka,,2012
3445,Nagaland,Other ports of Karnataka,,2012
3446,Orissa,Other ports of Karnataka,,2012
3447,Pondicheri and Karikal,Other ports of Karnataka,,2012
3448,Punjab,Other ports of Karnataka,,2012
3449,Rajasthan,Other ports of Karnataka,,2012
3450,Tamil Nadu(excluding ports),Other ports of Karnataka,,2012
3451,Other ports of Tamil Nadu,Other ports of Karnataka,,2012
3452,Tripura,Other ports of Karnataka,,2012
3453,Uttaranchal,Other ports of Karnataka,,2012
3454,Uttar Pradesh,Other ports of Karnataka,,2012
3455,West Bengal(excluding ports) ,Other ports of Karnataka,,2012
3456,Other ports of West Bengal,Other ports of Karnataka,,2012
3457,T  O  T  A  L,Other ports of Karnataka,0,2012
3458,Andhra(excluding ports),Kerala(excluding ports),,2012
3459,Other ports of Andhra,Kerala(excluding ports),,2012
3460,Assam,Kerala(excluding ports),,2012
3461,Arunachal Pradesh,Kerala(excluding ports),,2012
3462,Bihar,Kerala(excluding ports),,2012
3463,Chattishgarh,Kerala(excluding ports),,2012
3464,Chandigarh,Kerala(excluding ports),,2012
3465,Delhi,Kerala(excluding ports),,2012
3466,Goa,Kerala(excluding ports),,2012
3467,Gujarat(excluding ports),Kerala(excluding ports),,2012
3468,Other ports of Gujarat,Kerala(excluding ports),,2012
3469,Haryana,Kerala(excluding ports),,2012
3470,Himachal Pradesh,Kerala(excluding ports),,2012
3471,Jammu and Kasmir,Kerala(excluding ports),,2012
3472,Jharkhand,Kerala(excluding ports),,2012
3473,Karnataka(excluding ports,Kerala(excluding ports),,2012
3474,Other ports of Karnataka,Kerala(excluding ports),,2012
3475,Kerala(excluding ports),Kerala(excluding ports),,2012
3476,Other ports of Kerala,Kerala(excluding ports),,2012
3477,Madhya Pradesh,Kerala(excluding ports),,2012
3478,Maharashtra(excluding ports),Kerala(excluding ports),,2012
3479,Other ports of Maharashtra,Kerala(excluding ports),,2012
3480,Manipur,Kerala(excluding ports),,2012
3481,Meghalaya,Kerala(excluding ports),,2012
3482,Mizoram,Kerala(excluding ports),,2012
3483,Nagaland,Kerala(excluding ports),,2012
3484,Orissa,Kerala(excluding ports),,2012
3485,Pondicheri and Karikal,Kerala(excluding ports),,2012
3486,Punjab,Kerala(excluding ports),,2012
3487,Rajasthan,Kerala(excluding ports),,2012
3488,Tamil Nadu(excluding ports),Kerala(excluding ports),,2012
3489,Other ports of Tamil Nadu,Kerala(excluding ports),,2012
3490,Tripura,Kerala(excluding ports),,2012
3491,Uttaranchal,Kerala(excluding ports),,2012
3492,Uttar Pradesh,Kerala(excluding ports),,2012
3493,West Bengal(excluding ports) ,Kerala(excluding ports),,2012
3494,Other ports of West Bengal,Kerala(excluding ports),,2012
3495,T  O  T  A  L,Kerala(excluding ports),0,2012
3496,Andhra(excluding ports),Other ports of Kerala,,2012
3497,Other ports of Andhra,Other ports of Kerala,,2012
3498,Assam,Other ports of Kerala,,2012
3499,Arunachal Pradesh,Other ports of Kerala,,2012
3500,Bihar,Other ports of Kerala,,2012
3501,Chattishgarh,Other ports of Kerala,,2012
3502,Chandigarh,Other ports of Kerala,,2012
3503,Delhi,Other ports of Kerala,,2012
3504,Goa,Other ports of Kerala,,2012
3505,Gujarat(excluding ports),Other ports of Kerala,,2012
3506,Other ports of Gujarat,Other ports of Kerala,,2012
3507,Haryana,Other ports of Kerala,,2012
3508,Himachal Pradesh,Other ports of Kerala,,2012
3509,Jammu and Kasmir,Other ports of Kerala,,2012
3510,Jharkhand,Other ports of Kerala,,2012
3511,Karnataka(excluding ports,Other ports of Kerala,,2012
3512,Other ports of Karnataka,Other ports of Kerala,,2012
3513,Kerala(excluding ports),Other ports of Kerala,,2012
3514,Other ports of Kerala,Other ports of Kerala,,2012
3515,Madhya Pradesh,Other ports of Kerala,,2012
3516,Maharashtra(excluding ports),Other ports of Kerala,,2012
3517,Other ports of Maharashtra,Other ports of Kerala,,2012
3518,Manipur,Other ports of Kerala,,2012
3519,Meghalaya,Other ports of Kerala,,2012
3520,Mizoram,Other ports of Kerala,,2012
3521,Nagaland,Other ports of Kerala,,2012
3522,Orissa,Other ports of Kerala,,2012
3523,Pondicheri and Karikal,Other ports of Kerala,,2012
3524,Punjab,Other ports of Kerala,,2012
3525,Rajasthan,Other ports of Kerala,,2012
3526,Tamil Nadu(excluding ports),Other ports of Kerala,,2012
3527,Other ports of Tamil Nadu,Other ports of Kerala,,2012
3528,Tripura,Other ports of Kerala,,2012
3529,Uttaranchal,Other ports of Kerala,,2012
3530,Uttar Pradesh,Other ports of Kerala,,2012
3531,West Bengal(excluding ports) ,Other ports of Kerala,,2012
3532,Other ports of West Bengal,Other ports of Kerala,,2012
3533,T  O  T  A  L,Other ports of Kerala,0,2012
3534,Andhra(excluding ports),Madhya Pradesh,189680,2012
3535,Other ports of Andhra,Madhya Pradesh,,2012
3536,Assam,Madhya Pradesh,,2012
3537,Arunachal Pradesh,Madhya Pradesh,,2012
3538,Bihar,Madhya Pradesh,75310,2012
3539,Chattishgarh,Madhya Pradesh,,2012
3540,Chandigarh,Madhya Pradesh,,2012
3541,Delhi,Madhya Pradesh,871,2012
3542,Goa,Madhya Pradesh,,2012
3543,Gujarat(excluding ports),Madhya Pradesh,135500,2012
3544,Other ports of Gujarat,Madhya Pradesh,,2012
3545,Haryana,Madhya Pradesh,131930,2012
3546,Himachal Pradesh,Madhya Pradesh,,2012
3547,Jammu and Kasmir,Madhya Pradesh,,2012
3548,Jharkhand,Madhya Pradesh,,2012
3549,Karnataka(excluding ports,Madhya Pradesh,,2012
3550,Other ports of Karnataka,Madhya Pradesh,26550,2012
3551,Kerala(excluding ports),Madhya Pradesh,,2012
3552,Other ports of Kerala,Madhya Pradesh,,2012
3553,Madhya Pradesh,Madhya Pradesh,,2012
3554,Maharashtra(excluding ports),Madhya Pradesh,299280,2012
3555,Other ports of Maharashtra,Madhya Pradesh,52830,2012
3556,Manipur,Madhya Pradesh,,2012
3557,Meghalaya,Madhya Pradesh,,2012
3558,Mizoram,Madhya Pradesh,,2012
3559,Nagaland,Madhya Pradesh,,2012
3560,Orissa,Madhya Pradesh,,2012
3561,Pondicheri and Karikal,Madhya Pradesh,,2012
3562,Punjab,Madhya Pradesh,79590,2012
3563,Rajasthan,Madhya Pradesh,,2012
3564,Tamil Nadu(excluding ports),Madhya Pradesh,,2012
3565,Other ports of Tamil Nadu,Madhya Pradesh,75450,2012
3566,Tripura,Madhya Pradesh,,2012
3567,Uttaranchal,Madhya Pradesh,355070,2012
3568,Uttar Pradesh,Madhya Pradesh,85180,2012
3569,West Bengal(excluding ports) ,Madhya Pradesh,181690,2012
3570,Other ports of West Bengal,Madhya Pradesh,,2012
3571,T  O  T  A  L,Madhya Pradesh,1688931,2012
3572,Andhra(excluding ports),Maharashtra(excluding ports),26520,2012
3573,Other ports of Andhra,Maharashtra(excluding ports),,2012
3574,Assam,Maharashtra(excluding ports),,2012
3575,Arunachal Pradesh,Maharashtra(excluding ports),,2012
3576,Bihar,Maharashtra(excluding ports),51240,2012
3577,Chattishgarh,Maharashtra(excluding ports),,2012
3578,Chandigarh,Maharashtra(excluding ports),,2012
3579,Delhi,Maharashtra(excluding ports),,2012
3580,Goa,Maharashtra(excluding ports),,2012
3581,Gujarat(excluding ports),Maharashtra(excluding ports),34050,2012
3582,Other ports of Gujarat,Maharashtra(excluding ports),420680,2012
3583,Haryana,Maharashtra(excluding ports),294270,2012
3584,Himachal Pradesh,Maharashtra(excluding ports),52620,2012
3585,Jammu and Kasmir,Maharashtra(excluding ports),,2012
3586,Jharkhand,Maharashtra(excluding ports),,2012
3587,Karnataka(excluding ports,Maharashtra(excluding ports),,2012
3588,Other ports of Karnataka,Maharashtra(excluding ports),,2012
3589,Kerala(excluding ports),Maharashtra(excluding ports),,2012
3590,Other ports of Kerala,Maharashtra(excluding ports),,2012
3591,Madhya Pradesh,Maharashtra(excluding ports),,2012
3592,Maharashtra(excluding ports),Maharashtra(excluding ports),,2012
3593,Other ports of Maharashtra,Maharashtra(excluding ports),,2012
3594,Manipur,Maharashtra(excluding ports),,2012
3595,Meghalaya,Maharashtra(excluding ports),,2012
3596,Mizoram,Maharashtra(excluding ports),,2012
3597,Nagaland,Maharashtra(excluding ports),,2012
3598,Orissa,Maharashtra(excluding ports),,2012
3599,Pondicheri and Karikal,Maharashtra(excluding ports),,2012
3600,Punjab,Maharashtra(excluding ports),105610,2012
3601,Rajasthan,Maharashtra(excluding ports),,2012
3602,Tamil Nadu(excluding ports),Maharashtra(excluding ports),,2012
3603,Other ports of Tamil Nadu,Maharashtra(excluding ports),79340,2012
3604,Tripura,Maharashtra(excluding ports),,2012
3605,Uttaranchal,Maharashtra(excluding ports),456030,2012
3606,Uttar Pradesh,Maharashtra(excluding ports),,2012
3607,West Bengal(excluding ports) ,Maharashtra(excluding ports),324110,2012
3608,Other ports of West Bengal,Maharashtra(excluding ports),65720,2012
3609,T  O  T  A  L,Maharashtra(excluding ports),1910190,2012
3610,Andhra(excluding ports),Other ports of Maharashtra,,2012
3611,Other ports of Andhra,Other ports of Maharashtra,,2012
3612,Assam,Other ports of Maharashtra,,2012
3613,Arunachal Pradesh,Other ports of Maharashtra,,2012
3614,Bihar,Other ports of Maharashtra,,2012
3615,Chattishgarh,Other ports of Maharashtra,,2012
3616,Chandigarh,Other ports of Maharashtra,,2012
3617,Delhi,Other ports of Maharashtra,,2012
3618,Goa,Other ports of Maharashtra,,2012
3619,Gujarat(excluding ports),Other ports of Maharashtra,,2012
3620,Other ports of Gujarat,Other ports of Maharashtra,,2012
3621,Haryana,Other ports of Maharashtra,,2012
3622,Himachal Pradesh,Other ports of Maharashtra,,2012
3623,Jammu and Kasmir,Other ports of Maharashtra,,2012
3624,Jharkhand,Other ports of Maharashtra,,2012
3625,Karnataka(excluding ports,Other ports of Maharashtra,,2012
3626,Other ports of Karnataka,Other ports of Maharashtra,,2012
3627,Kerala(excluding ports),Other ports of Maharashtra,,2012
3628,Other ports of Kerala,Other ports of Maharashtra,,2012
3629,Madhya Pradesh,Other ports of Maharashtra,,2012
3630,Maharashtra(excluding ports),Other ports of Maharashtra,,2012
3631,Other ports of Maharashtra,Other ports of Maharashtra,,2012
3632,Manipur,Other ports of Maharashtra,,2012
3633,Meghalaya,Other ports of Maharashtra,,2012
3634,Mizoram,Other ports of Maharashtra,,2012
3635,Nagaland,Other ports of Maharashtra,,2012
3636,Orissa,Other ports of Maharashtra,,2012
3637,Pondicheri and Karikal,Other ports of Maharashtra,,2012
3638,Punjab,Other ports of Maharashtra,,2012
3639,Rajasthan,Other ports of Maharashtra,,2012
3640,Tamil Nadu(excluding ports),Other ports of Maharashtra,,2012
3641,Other ports of Tamil Nadu,Other ports of Maharashtra,,2012
3642,Tripura,Other ports of Maharashtra,,2012
3643,Uttaranchal,Other ports of Maharashtra,,2012
3644,Uttar Pradesh,Other ports of Maharashtra,,2012
3645,West Bengal(excluding ports) ,Other ports of Maharashtra,,2012
3646,Other ports of West Bengal,Other ports of Maharashtra,,2012
3647,T  O  T  A  L,Other ports of Maharashtra,0,2012
3648,Andhra(excluding ports),Manipur,,2012
3649,Other ports of Andhra,Manipur,,2012
3650,Assam,Manipur,,2012
3651,Arunachal Pradesh,Manipur,,2012
3652,Bihar,Manipur,,2012
3653,Chattishgarh,Manipur,,2012
3654,Chandigarh,Manipur,,2012
3655,Delhi,Manipur,,2012
3656,Goa,Manipur,,2012
3657,Gujarat(excluding ports),Manipur,,2012
3658,Other ports of Gujarat,Manipur,,2012
3659,Haryana,Manipur,,2012
3660,Himachal Pradesh,Manipur,,2012
3661,Jammu and Kasmir,Manipur,,2012
3662,Jharkhand,Manipur,,2012
3663,Karnataka(excluding ports,Manipur,,2012
3664,Other ports of Karnataka,Manipur,,2012
3665,Kerala(excluding ports),Manipur,,2012
3666,Other ports of Kerala,Manipur,,2012
3667,Madhya Pradesh,Manipur,,2012
3668,Maharashtra(excluding ports),Manipur,,2012
3669,Other ports of Maharashtra,Manipur,,2012
3670,Manipur,Manipur,,2012
3671,Meghalaya,Manipur,,2012
3672,Mizoram,Manipur,,2012
3673,Nagaland,Manipur,,2012
3674,Orissa,Manipur,,2012
3675,Pondicheri and Karikal,Manipur,,2012
3676,Punjab,Manipur,,2012
3677,Rajasthan,Manipur,,2012
3678,Tamil Nadu(excluding ports),Manipur,,2012
3679,Other ports of Tamil Nadu,Manipur,,2012
3680,Tripura,Manipur,,2012
3681,Uttaranchal,Manipur,,2012
3682,Uttar Pradesh,Manipur,,2012
3683,West Bengal(excluding ports) ,Manipur,,2012
3684,Other ports of West Bengal,Manipur,,2012
3685,T  O  T  A  L,Manipur,0,2012
3686,Andhra(excluding ports),Meghalaya,,2012
3687,Other ports of Andhra,Meghalaya,,2012
3688,Assam,Meghalaya,,2012
3689,Arunachal Pradesh,Meghalaya,,2012
3690,Bihar,Meghalaya,,2012
3691,Chattishgarh,Meghalaya,,2012
3692,Chandigarh,Meghalaya,,2012
3693,Delhi,Meghalaya,,2012
3694,Goa,Meghalaya,,2012
3695,Gujarat(excluding ports),Meghalaya,,2012
3696,Other ports of Gujarat,Meghalaya,,2012
3697,Haryana,Meghalaya,,2012
3698,Himachal Pradesh,Meghalaya,,2012
3699,Jammu and Kasmir,Meghalaya,,2012
3700,Jharkhand,Meghalaya,,2012
3701,Karnataka(excluding ports,Meghalaya,,2012
3702,Other ports of Karnataka,Meghalaya,,2012
3703,Kerala(excluding ports),Meghalaya,,2012
3704,Other ports of Kerala,Meghalaya,,2012
3705,Madhya Pradesh,Meghalaya,,2012
3706,Maharashtra(excluding ports),Meghalaya,,2012
3707,Other ports of Maharashtra,Meghalaya,,2012
3708,Manipur,Meghalaya,,2012
3709,Meghalaya,Meghalaya,,2012
3710,Mizoram,Meghalaya,,2012
3711,Nagaland,Meghalaya,,2012
3712,Orissa,Meghalaya,,2012
3713,Pondicheri and Karikal,Meghalaya,,2012
3714,Punjab,Meghalaya,,2012
3715,Rajasthan,Meghalaya,,2012
3716,Tamil Nadu(excluding ports),Meghalaya,,2012
3717,Other ports of Tamil Nadu,Meghalaya,,2012
3718,Tripura,Meghalaya,,2012
3719,Uttaranchal,Meghalaya,,2012
3720,Uttar Pradesh,Meghalaya,,2012
3721,West Bengal(excluding ports) ,Meghalaya,,2012
3722,Other ports of West Bengal,Meghalaya,,2012
3723,T  O  T  A  L,Meghalaya,0,2012
3724,Andhra(excluding ports),Mizoram,,2012
3725,Other ports of Andhra,Mizoram,,2012
3726,Assam,Mizoram,,2012
3727,Arunachal Pradesh,Mizoram,,2012
3728,Bihar,Mizoram,,2012
3729,Chattishgarh,Mizoram,,2012
3730,Chandigarh,Mizoram,,2012
3731,Delhi,Mizoram,,2012
3732,Goa,Mizoram,,2012
3733,Gujarat(excluding ports),Mizoram,,2012
3734,Other ports of Gujarat,Mizoram,,2012
3735,Haryana,Mizoram,,2012
3736,Himachal Pradesh,Mizoram,,2012
3737,Jammu and Kasmir,Mizoram,,2012
